Denominación Distrito,Latitud,Longitud,DENOMINACIÓN LÍNEA DE INVERSIÓN,Total previsto,anyo,Denominacion Barrio,coord_x_UTM,coord_y_UTM,anyo_timestamp
VILLA DE VALLECAS,40.36931,-3.633227,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,5459372.0,2022,Casco Histórico de Vallecas,446240.0731966051,4468940.750537489,2022-01-01
CIUDAD LINEAL,40.4152664,-3.6266822,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,775773.39,2022,Pueblo Nuevo,446831.8766181868,4474037.900547244,2022-01-01
PUENTE DE VALLECAS,40.3887019,-3.6555218,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,1099266.97,2022,Palomeras Bajas,444363.2229936136,4471107.014705686,2022-01-01
PUENTE DE VALLECAS,40.388702,-3.6555218,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,4050687.67,2022,Palomeras Bajas,444363.2230759054,4471107.025805571,2022-01-01
TETUÁN,40.46591,-3.708061,EDUCACIÓN,3500000.0,2022,Valdeacederas,439972.6575454326,4479711.483449205,2022-01-01
CHAMARTÍN,40.44055,-3.6806309,URBANISMO,11061080.5,2022,El Viso,442276.4215078416,4476878.228063228,2022-01-01
CENTRO,40.41691,-3.70355008,URBANISMO,7556655.0,2022,Sol,440311.7583479892,4474269.423234892,2022-01-01
SAN BLAS-CANILLEJAS,40.4219366,-3.6212382,OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,2745290.43,2022,Arcos,447298.95718343474,4474775.027111822,2022-01-01
PUENTE DE VALLECAS - VILLA DE VALLECAS,40.3741,-3.65135769,INFRAESTRUCTURAS,2881505.0,2022,Casco Histórico de Vallecas,444704.7122410684,4469483.610573188,2022-01-01
FUENCARRAL-EL PARDO,40.49453,-3.706395,PROTECCIÓN Y PROMOCIÓN SOCIAL,5488897.03,2022,Mirasierra,440139.3252719645,4482887.194883435,2022-01-01
HORTALEZA,40.4923517,-3.6105398,CULTURA,5121171.87,2022,Valdefuentes,448260.5778875878,4482584.778758416,2022-01-01
VILLA DE VALLECAS,40.3613,-3.5938878,PROTECCIÓN Y PROMOCIÓN SOCIAL,4650000.0,2022,Ensanche de Vallecas,449573.9576195381,4468028.488410283,2022-01-01
ARGANZUELA,40.391065,-3.6976967,INVERSIONES DE CARÁCTER GENERAL,3755760.0,2022,Chopera,440785.71119648026,4471396.708500956,2022-01-01
RETIRO,40.4042354,-3.6858061,PROTECCIÓN Y PROMOCIÓN SOCIAL,5180000.0,2022,Pacífico,441806.22846912144,4472850.716079466,2022-01-01
RETIRO,40.405725,-3.6713416,INVERSIONES DE CARÁCTER GENERAL,4823835.37,2022,Pacífico,443034.8722059331,4473006.637970109,2022-01-01
MONCLOA-ARAVACA,40.473006,-3.82296,MANTENIMIENTO URBANO,2305750.42,2022,El Plantío,430239.0999544501,4480583.615748232,2022-01-01
MONCLOA-ARAVACA,40.41502,-3.734403,MANTENIMIENTO URBANO,2500098.36,2022,Casa de Campo,437692.4720030843,4474080.93063599,2022-01-01
TETUÁN,40.46525,-3.692857,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",3629943.96,2022,Almenara,441261.04341150826,4479627.9957832815,2022-01-01
CENTRO,40.41884,-3.69592701,MANTENIMIENTO URBANO,5888055.0,2022,Cortes,440960.1816675401,4474478.531266394,2022-01-01
SALAMANCA,40.42395,-3.67659089,INFRAESTRUCTURAS,2629606.88,2022,Goya,442604.9407445215,4475032.999263459,2022-01-01
SALAMANCA,40.43012,-3.6838879,MANTENIMIENTO URBANO,4111605.7,2022,Castellana,441991.2335894392,4475722.633137874,2022-01-01
CENTRO,40.42319,-3.70878751,URBANISMO,3650000.0,2022,Universidad,439873.0097233495,4474970.051985438,2022-01-01
CENTRO,40.42405,-3.69386307,MANTENIMIENTO URBANO,2830796.0,2022,Justicia,441139.8212016822,4475055.462418966,2022-01-01
MONCLOA-ARAVACA,40.429169,-3.729536,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,3300844.39,2022,Casa de Campo,438118.36429746577,4475648.046434541,2022-01-01
ARGANZUELA,40.390469,-3.6952873,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,2799931.0,2022,Legazpi,440989.68102857127,4471328.942180616,2022-01-01
VILLA DE VALLECAS,40.382947,-3.6024611,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1318146.76,2022,Santa Eugenia,448862.3744225354,4470436.192158206,2022-01-01
PUENTE DE VALLECAS,40.37787,-3.673897,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1529647.14,2022,Entrevías,442794.47154855466,4469916.410857233,2022-01-01
SALAMANCA,40.43808,-3.6744838,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",2726841.01,2022,Guindalera,442795.6607694683,4476600.059077082,2022-01-01
FUENCARRAL-EL PARDO,40.49829,-3.696446,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1301265.0,2022,Valverde,440985.7155977257,4483297.85620261,2022-01-01
MONCLOA-ARAVACA,40.45373,-3.7130288,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",3209931.32,2022,Ciudad Universitaria,439540.5799254648,4478362.887928984,2022-01-01
CHAMARTÍN,40.461339,-3.6687121,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,3576131.0,2022,Nueva España,443304.7240187642,4479178.088084129,2022-01-01
VILLA DE VALLECAS,40.36126,-3.62726055,INFRAESTRUCTURAS,4550000.0,2022,Casco Histórico de Vallecas,446740.282473488,4468043.604841272,2022-01-01
RETIRO,40.39914,-3.67687697,INFRAESTRUCTURAS,15345000.0,2022,Pacífico,442559.58069154696,4472279.290343325,2022-01-01
VILLAVERDE - USERA,40.36455,-3.69869538,INFRAESTRUCTURAS,5300000.0,2022,Orcasur,440677.6997487529,4468454.243877607,2022-01-01
TETUÁN,40.45255,-3.69734223,URBANISMO,11146000.0,2022,Cuatro Caminos,440869.6580397327,4478221.285181234,2022-01-01
RETIRO,40.4033514,-3.67287751,URBANISMO,15830000.0,2022,Adelfas,442902.5395136981,4472744.161186309,2022-01-01
FUENCARRAL-EL PARDO,40.48317,-3.70454099,URBANISMO,12933000.0,2022,La Paz,440286.3690393101,4481624.967729016,2022-01-01
MORATALAZ,40.4,-3.62810027,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,2350000.0,2022,Pavones,446699.5237302762,4472344.197435295,2022-01-01
SALAMANCA,40.43858,-3.666769,CULTURA,3700000.0,2022,Guindalera,443450.3923326511,4476650.591281457,2022-01-01
LATINA,40.40286,-3.7515003,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,2960000.0,2022,Lucero,436230.4288604652,4472743.370349808,2022-01-01
BARAJAS,40.47899,-3.596845,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",4500000.0,2022,Timón,449411.1017831549,4481093.682528933,2022-01-01
TETUÁN,40.46343,-3.70721,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",4500000.0,2022,Berruguete,440042.5981874407,4479435.623872879,2022-01-01
VILLAVERDE,40.34588,-3.6934544,INFRAESTRUCTURAS,1191798.0,2022,Ángeles,441106.4437000861,4466378.4027254125,2022-01-01
VILLAVERDE,40.345904,-3.6934598,MANTENIMIENTO URBANO,1208202.0,2022,Ángeles,441106.005960993,4466381.070275971,2022-01-01
PUENTE DE VALLECAS,40.38901,-3.664102,EDUCACIÓN,3850000.0,2022,Palomeras Bajas,443635.2384359748,4471146.647811181,2022-01-01
VILLA DE VALLECAS,40.060504,-3.5995024,SECTORES PRODUCTIVOS,6850000.0,2022,,448871.6870482292,4434644.762097657,2022-01-01
RETIRO,40.40279,-3.6724092,EDUCACIÓN,3150000.0,2022,Adelfas,442941.804529906,4472681.543827748,2022-01-01
CIUDAD LINEAL,40.43748,-3.6506546,MANTENIMIENTO URBANO,1050000.0,2022,Concepción,444816.1872006959,4476518.299441381,2022-01-01
SALAMANCA,40.4273605,-3.6858071,INVERSIONES DE CARÁCTER GENERAL,1468162.88,2022,Recoletos,441826.06414396135,4475417.591302797,2022-01-01
LATINA,40.4011395,-3.7451803,EDUCACIÓN,5250000.0,2022,Lucero,436765.115951597,4472547.855426472,2022-01-01
USERA,40.37172,-3.7191775,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1000000.0,2022,Orcasitas,438945.13388588326,4469264.041286315,2022-01-01
HORTALEZA,40.457908,-3.6199757,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1200000.0,2022,Piovera,447434.08445532713,4478767.090402169,2022-01-01
SAN BLAS-CANILLEJAS,40.4221206,-3.619847,OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO,1650000.0,2022,Arcos,447417.1198469488,4474794.622159767,2022-01-01
CIUDAD LINEAL,40.4254386,-3.6490277,SALUD PÚBLICA,3859532.13,2022,Ventas,444944.3504414784,4475180.6929567335,2022-01-01
CIUDAD LINEAL,40.4401633,-3.6598874,SALUD PÚBLICA,4776243.0,2022,Guindalera,444035.347564471,4476821.954356831,2022-01-01
CIUDAD LINEAL,40.4231,-3.6524,"TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO",111827280.0,2022,Ventas,444656.3666435438,4474923.21629332,2022-01-01
FUENCARRAL-EL PARDO,40.5051,-3.6695,"TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO",152100000.0,2022,Valverde,443274.7747724174,4484036.09693728,2022-01-01
VICÁLVARO,40.4069441,-3.5531687,VIVIENDA,17108056.41,2022,El Cañaveral,453063.0610976127,4473072.499249218,2022-01-01
VICÁLVARO,40.4067067,-3.5560424,VIVIENDA,17179631.69,2022,El Cañaveral,452819.0576577327,4473047.678119079,2022-01-01
VICÁLVARO,40.4067044,-3.556465,VIVIENDA,17832756.59,2022,El Cañaveral,452783.19769201713,4473047.648489389,2022-01-01
VICÁLVARO,40.405684,-3.5572887,VIVIENDA,13474163.5,2022,El Cañaveral,452712.5911650226,4472934.825577886,2022-01-01
VICÁLVARO,40.4002565,-3.5605078,VIVIENDA,13743806.28,2022,El Cañaveral,452435.6205894397,4472334.106585593,2022-01-01
VICÁLVARO,40.4006641,-3.5614487,VIVIENDA,14986880.39,2022,El Cañaveral,452356.0632774483,4472379.856378692,2022-01-01
VICÁLVARO,40.4014654,-3.5614492,VIVIENDA,13380298.56,2022,El Cañaveral,452356.5857588311,4472468.799983849,2022-01-01
VICÁLVARO,40.405514,-3.5615997,VIVIENDA,13473059.42,2022,El Cañaveral,452346.66971867456,4472918.271026585,2022-01-01
VICÁLVARO,40.4010441,-3.5618687,VIVIENDA,7189699.59,2022,El Cañaveral,452320.69043756695,4472422.262371344,2022-01-01
VICÁLVARO,40.4007041,-3.5621687,VIVIENDA,7089679.59,2022,El Cañaveral,452294.99276486697,4472384.68463575,2022-01-01
VICÁLVARO,40.4054441,-3.5638987,VIVIENDA,13803928.55,2022,El Cañaveral,452151.5425198518,4472911.754195165,2022-01-01
VICÁLVARO,40.4048787,-3.5647897,VIVIENDA,13534530.29,2022,El Cañaveral,452075.5371531758,4472849.478135537,2022-01-01
VILLA DE VALLECAS,40.374148,-3.63320586,VIVIENDA,11918778.75,2022,Casco Histórico de Vallecas,446245.71234047925,4469477.748303827,2022-01-01
VILLA DE VALLECAS,40.374018,-3.635026,VIVIENDA,14228734.54,2022,Casco Histórico de Vallecas,446091.0918775547,4469464.426304319,2022-01-01
VILLA DE VALLECAS,40.37351,-3.635163,VIVIENDA,11885724.05,2022,Casco Histórico de Vallecas,446079.0566024967,4469408.122568898,2022-01-01
PUENTE DE VALLECAS,40.38564,-3.6636112,VIVIENDA,8530985.88,2022,Palomeras Bajas,443674.0873444716,4470772.268832367,2022-01-01
PUENTE DE VALLECAS,40.386498,-3.6663675,VIVIENDA,10882840.9,2022,San Diego,443440.8544368684,4470869.265253049,2022-01-01
PUENTE DE VALLECAS,40.3850508,-3.6668926,VIVIENDA,9656153.12,2022,San Diego,443395.073783741,4470708.963710796,2022-01-01
PUENTE DE VALLECAS,40.3864054,-3.6671987,VIVIENDA,9119135.06,2022,San Diego,443370.2267607172,4470859.518760772,2022-01-01
PUENTE DE VALLECAS,40.3851781,-3.6680348,VIVIENDA,23172756.81,2022,San Diego,443298.2314551301,4470723.825661793,2022-01-01
VILLAVERDE,40.3545193,-3.7050987,VIVIENDA,17568566.03,2022,Ángeles,440125.1519029887,4467345.16485947,2022-01-01
VILLAVERDE,40.34136,-3.686282,VIVIENDA,11406945.59,2022,San Cristóbal,441711.6941311187,4465871.942676418,2022-01-01
LATINA,40.341397,-3.6863142,VIVIENDA,27339694.81,2022,San Cristóbal,441708.9910993823,4465876.070812895,2022-01-01
LATINA,40.405076,-3.736289,VIVIENDA,15626301.5,2022,Puerta del Ángel,437523.2648087056,4472978.482207175,2022-01-01
PUENTE DE VALLECAS,40.40373,-3.6589631,VIVIENDA,2662102.68,2022,Numancia,444083.5776714786,4472777.290322861,2022-01-01
FUENCARRAL-EL PARDO,40.48866,-3.7305976,VIVIENDA,6986422.85,2022,Mirasierra,438082.9581749909,4482252.32082047,2022-01-01
CARABANCHEL,40.364356,-3.749841,VIVIENDA,18902144.4,2022,Buenavista,436334.99079113617,4468468.263585043,2022-01-01
TETUÁN,40.46812,-3.707354,VIVIENDA,11962529.85,2022,Valdeacederas,440034.5610724332,4479956.314171739,2022-01-01
VICÁLVARO,40.405719,-3.5571036,VIVIENDA,12136666.76,2022,El Cañaveral,452728.3219521037,4472938.611528374,2022-01-01
VILLAVERDE,40.36084,-3.691887,VIVIENDA,13526313.79,2022,Los Rosales,441252.5449835478,4468037.895967462,2022-01-01
BARAJAS,40.479169,-3.578461,VIVIENDA,7172825.73,2022,Aeropuerto,450969.47815714567,4481103.176123343,2022-01-01
BARAJAS,40.47808,-3.57817584,VIVIENDA,4831537.12,2022,Casco Histórico de Barajas,450992.8566529132,4480982.138385988,2022-01-01
TETUÁN,40.4662,-3.7079447,VIVIENDA,8212551.8,2022,Valdeacederas,439982.775345548,4479743.594530666,2022-01-01
VILLA DE VALLECAS,40.36375,-3.600607,VIVIENDA,9936679.64,2022,Ensanche de Vallecas,449005.2841690718,4468304.285457109,2022-01-01
VICÁLVARO,40.4073797,-3.591869,VIVIENDA,6609867.85,2022,Casco Histórico de Vicálvaro,449779.6059212416,4473142.120679544,2022-01-01
ARGANZUELA,40.4035,-3.7158279,VIVIENDA,17000000.0,2022,Imperial,439258.0599055272,4472789.285313862,2022-01-01
SALAMANCA,40.424681,-3.6899877,CULTURA,5052333.62,2022,Recoletos,441469.1171195519,4475122.928723691,2022-01-01
CENTRO,40.4148623,-3.7023538,CULTURA,1061614.76,2022,Cortes,440411.4434476704,4474041.322076041,2022-01-01
MONCLOA-ARAVACA,40.4144657,-3.7401438,INVERSIONES DE CARÁCTER GENERAL,1985792.33,2022,Casa de Campo,437204.8967798851,4474023.46701827,2022-01-01
MONCLOA-ARAVACA,40.4144658,-3.7401438,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1647198.83,2022,Casa de Campo,437204.896872851,4474023.478118239,2022-01-01
MONCLOA-ARAVACA,40.4144659,-3.7401438,INVERSIONES DE CARÁCTER GENERAL,1849387.32,2022,Casa de Campo,437204.8969658169,4474023.489218208,2022-01-01
MONCLOA-ARAVACA,40.4148623,-3.7401438,SECTORES PRODUCTIVOS,2099057.42,2022,Casa de Campo,437205.2654841848,4474067.489495844,2022-01-01
MONCLOA-ARAVACA,40.4144661,-3.7401438,INVERSIONES DE CARÁCTER GENERAL,520000.0,2022,Casa de Campo,437204.8971517487,4474023.511418145,2022-01-01
MONCLOA-ARAVACA,40.4144662,-3.7401438,CULTURA,1361739.56,2022,Casa de Campo,437204.8972447146,4474023.522518114,2022-01-01
RETIRO,40.40158,-3.676751,CULTURA,1540000.0,2022,Pacífico,442572.34416102647,4472550.04648349,2022-01-01
ARGANZUELA,40.39175,-3.696349,CULTURA,1333653.0,2022,Chopera,440900.6917434384,4471471.841135871,2022-01-01
MONCLOA-ARAVACA,40.414466,-3.7401438,INVERSIONES DE CARÁCTER GENERAL,1100000.0,2022,Casa de Campo,437204.8970587828,4474023.500318177,2022-01-01
MONCLOA-ARAVACA,40.4148623,-3.7401438,INVERSIONES DE CARÁCTER GENERAL,1000000.0,2022,Casa de Campo,437205.2654841848,4474067.489495844,2022-01-01
VILLA DE VALLECAS,40.3616249,-3.664242,SECTORES PRODUCTIVOS,8813643.4,2022,Casco Histórico de Vallecas,443600.5268350453,4468107.027866349,2022-01-01
VILLA DE VALLECAS,40.3585575,-3.6675801,SECTORES PRODUCTIVOS,17615598.8,2022,Casco Histórico de Vallecas,443314.5241448725,4467768.684876375,2022-01-01
VILLA DE VALLECAS,40.36557,-3.668069,SECTORES PRODUCTIVOS,28026528.63,2022,Entrevías,443278.88836676825,4468547.374616354,2022-01-01
USERA,40.3922859,-3.7089303,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,9169796.78,2023,Comillas,439833.38196510193,4471539.811482483,2023-01-01
CHAMBERÍ,40.44038,-3.7007173,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,1913163.36,2023,Ríos Rosas,440572.7522562765,4476872.67900567,2023-01-01
ARGANZUELA,40.39281,-3.689732,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,9302000.03,2023,Legazpi,441463.2004523609,4471585.098056981,2023-01-01
MONCLOA-ARAVACA,40.41176,-3.743862,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,2502996.39,2023,Casa de Campo,436886.9073419226,4473725.783923647,2023-01-01
FUENCARRAL-EL PARDO,40.48022,-3.6996125,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,3029430.25,2023,La Paz,440701.4924482893,4481294.192104542,2023-01-01
MONCLOA-ARAVACA,40.47745,-3.7513272,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,1100000.0,2023,Fuentelarreina,436315.5461720418,4481022.751851393,2023-01-01
FUENCARRAL-EL PARDO,40.480208,-3.69961258,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,3981713.62,2023,La Paz,440701.4751082674,4481292.860148984,2023-01-01
USERA,40.3759435,-3.702718,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,1200000.0,2023,Pradolongo,440346.2061038054,4469721.612893976,2023-01-01
BARAJAS,40.4547855,-3.6019412,CULTURA,4878077.53,2023,Alameda de Osuna,448960.8229785282,4478409.912315943,2023-01-01
CENTRO,40.4120708,-3.7132821,CULTURA,1615393.8,2023,Palacio,439481.7645163461,4473738.893090663,2023-01-01
MONCLOA-ARAVACA,40.4191125,-3.7256439,CULTURA,3242082.43,2023,Casa de Campo,438439.3400638858,4474529.057840594,2023-01-01
MONCLOA-ARAVACA,40.4126577,-3.7442902,CULTURA,3000000.0,2023,Casa de Campo,436851.4155045367,4473825.734204117,2023-01-01
ARGANZUELA,40.3917614,-3.6963276,CULTURA,1938478.0,2023,Chopera,440902.5179470911,4471473.0922209,2023-01-01
CENTRO,40.42741,-3.7107288,CULTURA,0.0,2023,Universidad,439712.09530615446,4475439.793918645,2023-01-01
SALAMANCA,40.42019,-3.68871,CULTURA,2506694.18,2023,Recoletos,441573.6182522321,4474623.583703083,2023-01-01
CARABANCHEL,40.37376,-3.73516,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1306026.24,2023,Buenavista,437590.1631498181,4469501.634062247,2023-01-01
VILLAVERDE,40.350668,-3.721161,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",2021350.71,2023,"Villaverde Alto, Casco Histórico de Villaverde",438757.6942377823,4466928.669779621,2023-01-01
CARABANCHEL,40.360952,-3.768519,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1990643.92,2023,Buenavista,434745.8434779617,4468104.033381891,2023-01-01
CARABANCHEL,40.379236,-3.743367,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",2154942.74,2023,Puerta Bonita,436898.5500618045,4470115.287958457,2023-01-01
CHAMARTÍN - TETUÁN,40.44689,-3.690457,INFRAESTRUCTURAS,4705625.0,2023,El Viso,441448.57568039687,4477588.436459652,2023-01-01
SAN BLAS-CANILLEJAS,40.4330452,-3.6009783,INFRAESTRUCTURAS,4052878.4,2023,Rosas,449026.0482013524,4475996.188567033,2023-01-01
VICÁLVARO,40.4046979,-3.6091733,INFRAESTRUCTURAS,2710000.0,2023,Casco Histórico de Vicálvaro,448309.2666068223,4472854.419384913,2023-01-01
PUENTE DE VALLECAS - VILLA DE VALLECAS,40.387788,-3.6308581,INFRAESTRUCTURAS,13538876.0,2023,Palomeras Sureste,446455.8208666044,4470990.3455243055,2023-01-01
FUENCARRAL-EL PARDO - HORTALEZA,40.4902184,-3.6585492,INFRAESTRUCTURAS,12940771.0,2023,Valdefuentes,444190.2872725646,4482377.240429912,2023-01-01
CENTRO,40.4096622,-3.7137001,INFRAESTRUCTURAS,1340000.0,2023,Palacio,439444.140112985,4473471.825983535,2023-01-01
VICÁLVARO,40.3772222,-3.579722,URBANISMO,19528663.8,2023,Casco Histórico de Vicálvaro,450788.3421118225,4469787.846765074,2023-01-01
VICÁLVARO,40.3879964,-3.56225647,URBANISMO,10799905.1,2023,Casco Histórico de Vicálvaro,452278.5741831341,4470974.194194199,2023-01-01
VILLA DE VALLECAS,40.34915,-3.6292232,URBANISMO,12796275.31,2023,Casco Histórico de Vallecas,446564.0767522298,4466700.600693996,2023-01-01
HORTALEZA,40.47025,-3.62537866,URBANISMO,3406565.4,2023,Valdefuentes,446985.6849587315,4480140.285583562,2023-01-01
VILLAVERDE,40.36002,-3.71601781,URBANISMO,8169078.36,2023,"Villaverde Alto, Casco Histórico de Villaverde",439202.8674935084,4467963.180551877,2023-01-01
USERA,40.36457,-3.71745381,URBANISMO,3819115.54,2023,Orcasitas,439085.0314064832,4468469.212034925,2023-01-01
FUENCARRAL-EL PARDO,40.48344,-3.7371622,URBANISMO,2716564.81,2023,Fuentelarreina,437521.77297580737,4481677.522589978,2023-01-01
CIUDAD LINEAL,40.4156699,-3.62947201,URBANISMO,8850563.39,2023,Ventas,446595.5048246709,4474084.370973098,2023-01-01
FUENCARRAL-EL PARDO,40.51908,-3.667892,URBANISMO,4700929.97,2023,El Goloso,443422.7693814446,4485586.861786297,2023-01-01
BARAJAS,40.45987,-3.59238,URBANISMO,1499253.84,2023,Alameda de Osuna,449775.31747666496,4478968.808980931,2023-01-01
LATINA,40.37554,-3.7713808,URBANISMO,1909212.94,2023,Águilas,434516.9694026163,4469725.400762668,2023-01-01
MONCLOA-ARAVACA,40.452722,-3.791872,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1500000.0,2023,Aravaca,432854.2079052682,4478307.968374667,2023-01-01
MORATALAZ,40.414187,-3.649254,URBANISMO,1320766.33,2023,Marroquina,444915.9772474212,4473931.912650114,2023-01-01
HORTALEZA,40.497327,-3.615194,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",1800000.0,2023,Valdefuentes,447870.0119955694,4483139.780447497,2023-01-01
VICÁLVARO,40.3732,-3.5599462,MEDIO AMBIENTE,5298198.52,2023,Casco Histórico de Vicálvaro,452464.25995673,4469330.573145452,2023-01-01
MONCLOA-ARAVACA,40.423433,-3.758581,MEDIO AMBIENTE,4009800.27,2023,Casa de Campo,435649.1826961711,4475032.100337124,2023-01-01
RETIRO,40.419683,-3.6879969,MEDIO AMBIENTE,1978045.0,2023,Los Jerónimos,441633.676043016,4474566.835640219,2023-01-01
VILLA DE VALLECAS,40.336444,-3.577083,MEDIO AMBIENTE,27401592.13,2023,Casco Histórico de Vallecas,450982.8418714711,4465260.082937777,2023-01-01
BARAJAS,40.451781,-3.535458,MEDIO AMBIENTE,67200790.57,2023,Aeropuerto,454596.0035199328,4478040.107438148,2023-01-01
BARAJAS,40.4944431,-3.5501484,MEDIO AMBIENTE,60157464.77,2023,Aeropuerto,453379.8444638532,4482783.2632951,2023-01-01
VICÁLVARO,40.38058,-3.5665939,MEDIO AMBIENTE,18459605.26,2023,Casco Histórico de Vicálvaro,451905.1589840757,4470153.334931835,2023-01-01
MORATALAZ,40.40015,-3.637412,MEDIO AMBIENTE,1487510.12,2023,Fontarrón,445909.4468016891,4472366.503456527,2023-01-01
VILLAVERDE,40.334267,-3.6637888,MEDIO AMBIENTE,2912101.85,2023,Butarque,443616.22937866906,4465070.063276178,2023-01-01
VILLA DE VALLECAS,40.33552,-3.58243889,MEDIO AMBIENTE,6502947.37,2023,Casco Histórico de Vallecas,450527.2376762889,4465160.500843975,2023-01-01
VILLA DE VALLECAS,40.33756,-3.5755459,MEDIO AMBIENTE,4609933.99,2023,Casco Histórico de Vallecas,451114.20860304,4465383.106211089,2023-01-01
CARABANCHEL,40.376885,-3.753343,MEDIO AMBIENTE,2457633.37,2023,Buenavista,436049.4965125472,4469861.495186264,2023-01-01
USERA,40.371319,-3.703703,MEDIO AMBIENTE,1326173.08,2023,Pradolongo,440258.50462117785,4469208.963933444,2023-01-01
RETIRO,40.421115,-3.68054383,MEDIO AMBIENTE,2381759.03,2023,Los Jerónimos,442267.1874295612,4474720.890690845,2023-01-01
VICÁLVARO,40.4021037,-3.6037268,CULTURA,9439137.39,2023,Casco Histórico de Vicálvaro,448769.45946570265,4472563.294975396,2023-01-01
CENTRO,40.411993,-3.6960142,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",30807829.64,2023,Cortes,440946.7988162695,4473718.575726759,2023-01-01
ARGANZUELA,40.389342,-3.6906507,PROTECCIÓN Y PROMOCIÓN SOCIAL,8335857.96,2023,Legazpi,441382.22379196703,4471200.762025337,2023-01-01
VILLAVERDE,40.3512974,-3.6816647,CULTURA,5802759.22,2023,Butarque,442112.3568372549,4466971.945180067,2023-01-01
CIUDAD LINEAL,40.440897,-3.6518546,PROTECCIÓN Y PROMOCIÓN SOCIAL,7856906.35,2023,San Pascual,444717.2102822045,4476898.336212917,2023-01-01
CENTRO,40.41175,-3.7067022,INVERSIONES DE CARÁCTER GENERAL,3266102.7,2023,Embajadores,440039.754287835,4473698.799433435,2023-01-01
SAN BLAS-CANILLEJAS,40.448555,-3.6491725,EDUCACIÓN,4180520.7,2023,San Pascual,444950.92473513033,4477746.698296228,2023-01-01
VILLA DE VALLECAS,40.36707,-3.6164204,CULTURA,7424443.8,2023,Ensanche de Vallecas,447665.20225619,4468682.03527208,2023-01-01
VILLA DE VALLECAS,40.37928,-3.6150449,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,7370563.4,2023,Casco Histórico de Vallecas,447791.4088304216,4470036.513327782,2023-01-01
SAN BLAS-CANILLEJAS,40.42874,-3.6132943,"DEPORTES, JUVENTUD  Y ESPARCIMIENTO",6994980.7,2023,Hellín,447978.1023063457,4475525.4928363385,2023-01-01
FUENCARRAL-EL PARDO,40.5055069,-3.6980938,CULTURA,5511255.18,2023,El Goloso,440852.42542399466,4484100.044218374,2023-01-01
FUENCARRAL-EL PARDO,40.50394,-3.6782276,CULTURA,2923748.44,2023,Valverde,442534.30944909336,4483912.984742398,2023-01-01
PUENTE DE VALLECAS,40.38884,-3.6533333,INVERSIONES DE CARÁCTER GENERAL,8774349.65,2023,Palomeras Bajas,444549.0843847676,4471120.968857095,2023-01-01
CIUDAD LINEAL,40.414833,-3.6269933,PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA,5698001.1,2023,Pueblo Nuevo,446805.1412070705,4473989.980679174,2023-01-01
SALAMANCA,40.4322265,-3.6707251,CULTURA,5538844.49,2023,Guindalera,443109.51266962575,4475947.894224474,2023-01-01
ARGANZUELA,40.40091,-3.72018992,INFRAESTRUCTURAS,68542278.56,2023,Imperial,438885.5730332368,4472504.803616683,2023-01-01
