anyo,cluster_k4,tasa_bruta_natalidad,poblacion_etapa_educativa,tasa_creci_demogr,porcent_envejec,paro_registrado,tamanio_hogar,valor_catastral_inmueble,num_hogar_monoparental,num_mujer_sola,num_hombre_solo,inversion,superficie,densidad,n_habitantes,n_hab_mujeres,edad_media_poblac,num_espanioles,airbnb,poblacion_noEstudios,poblacion_estudios_medios,poblacion_estudios_superiores,precio_vivienda,num_extranj,total_hogares,renta
2022,2,7.361290322580645,5411.8387096774195,-0.8387096774193549,20.745806451612903,2372.7096774193546,2.616774193548387,71634.03225806452,359.741935483871,1699.774193548387,480.51612903225805,14153994.39580645,439.61290322580646,200.21806451612903,40560.06451612903,21606.483870967742,44.97129032258064,33400.54838709677,31.322580645161292,5356.774193548387,13781.90322580645,5639.870967741936,2352.3996774193547,7675.709677419355,15787.516129032258,30988.09677419355
2022,3,7.832558139534884,2213.3720930232557,0.10000000000000007,16.6846511627907,703.3720930232558,2.7686046511627906,135958.23255813954,146.11627906976744,403.95348837209303,125.62790697674419,6793351.409069767,763.1395348837209,100.11720930232558,13858.39534883721,7285.023255813953,42.7939534883721,11870.651162790698,10.744186046511627,1234.5116279069769,4316.813953488372,3107.6046511627906,2935.373953488372,2126.0697674418607,5098.162790697675,45763.6976744186
2023,0,16.208333333333332,9988.0,12.665,8.436666666666667,1343.5,2.8353433008333333,152471.5,754.5,532.5,186.0,73128415.83333333,1273.4183333333333,44.53333333333333,42484.5,21850.666666666668,36.205000000000005,36460.5,27.0,939.1666666666666,8208.5,8118.0,3933.6883333333335,4247.666666666667,14476.0,54535.833333333336
2023,1,7.511960784313726,2571.372549019608,-0.9533333333333333,23.393725490196076,782.7254901960785,2.3280420805686277,170668.98039215687,183.54901960784315,1112.6470588235295,344.19607843137254,6506088.540392157,124.77509803921568,265.3403921568628,23470.882352941175,12700.196078431372,46.21254901960785,19978.196078431374,199.07843137254903,1350.0,6300.35294117647,8296.039215686274,5143.2027450980395,3338.1372549019607,10123.117647058823,51124.78431372549
2023,2,6.969354838709678,5261.612903225807,-1.2596774193548386,20.96193548387097,2198.516129032258,2.5767197423548387,71802.67741935483,368.5483870967742,1712.3870967741937,492.64516129032256,16524960.057741936,439.57903225806456,199.57354838709676,41458.93548387097,22076.0,44.77451612903226,33078.096774193546,53.193548387096776,4832.354838709677,14506.483870967742,6291.193548387097,2540.611612903226,7481.870967741936,15828.387096774193,32033.483870967742
2023,3,7.714651162790698,2121.232558139535,-0.5937209302325581,17.09720930232558,649.6279069767442,2.733292491139535,136126.2093023256,145.7906976744186,412.2093023255814,129.02325581395348,7824886.371395349,763.0995348837209,99.91906976744187,14018.186046511628,7369.6511627906975,42.86255813953488,11775.162790697674,17.813953488372093,1252.953488372093,4408.418604651163,2856.767441860465,3129.741395348837,2083.1162790697676,5112.674418604651,46670.3023255814
2024,0,14.688333333333333,10108.0,-8.081666666666665,8.761666666666667,1330.1666666666667,2.841666666666667,153598.0,755.8333333333334,569.1666666666666,209.66666666666666,84809626.89999999,1273.4183333333333,47.03428411816666,44950.333333333336,23104.833333333332,36.205000000000005,37581.5,33.333333333333336,1511.5,7589.0,11712.333333333334,4377.06,4902.666666666667,15119.666666666666,0.0
2024,1,6.6298039215686275,2538.1176470588234,-0.657843137254902,23.45705882352941,765.3921568627451,2.32078431372549,170612.35294117648,181.19607843137254,1122.9019607843138,353.52941176470586,10598725.832941176,124.77509803921568,272.9505939719608,24115.0,13024.274509803921,46.21254901960785,19881.07843137255,248.2941176470588,1210.7450980392157,6453.137254901961,9163.411764705883,5452.859215686275,3589.705882352941,10226.156862745098,0.0
2024,2,7.103225806451612,5301.8387096774195,-2.2216129032258065,20.679354838709678,2133.1290322580644,2.5974193548387094,71872.87096774194,370.83870967741933,1721.4516129032259,501.7096774193548,28966104.926774193,439.57903225806456,208.26309675835483,43142.6129032258,22891.225806451614,44.77451612903226,33064.51612903226,69.03225806451613,4898.548387096775,15550.806451612903,6356.322580645161,2477.9654838709675,8394.129032258064,16058.774193548386,0.0
2024,3,7.117906976744186,2081.9302325581393,-1.6009302325581396,17.25,632.6976744186046,2.7346511627906978,136693.51162790696,143.8139534883721,420.9767441860465,134.32558139534885,9888944.27372093,763.0995348837209,103.79983149351163,14500.06976744186,7609.953488372093,42.86255813953488,11745.767441860466,23.302325581395348,1324.906976744186,4810.372093023256,2910.953488372093,3044.193023255814,2272.3023255813955,5167.46511627907,0.0
