Barrio,anyo,Indicador,valor_indicador
HELLIN,2022,num_deporte,3.0
PUERTA DEL ANGEL,2022,num_deporte,11.0
CIUDAD UNIVERSITARIA,2022,num_deporte,19.0
EL CAÑAVERAL,2022,num_deporte,1.0
LISTA,2022,num_deporte,14.0
LOS ANGELES,2022,num_deporte,9.0
OPAÑEL,2022,num_deporte,6.0
EL PLANTIO,2022,num_deporte,2.0
NUMANCIA,2022,num_deporte,8.0
VALDEACEDERAS,2022,num_deporte,8.0
SANTA EUGENIA,2022,num_deporte,14.0
ESTRELLA,2022,num_deporte,9.0
CASCO H.VALLECAS,2022,num_deporte,17.0
VINATEROS,2022,num_deporte,1.0
CORRALEJOS,2022,num_deporte,8.0
APOSTOL SANTIAGO,2022,num_deporte,5.0
VALDERRIVAS,2022,num_deporte,0.0
ACACIAS,2022,num_deporte,17.0
COLINA,2022,num_deporte,4.0
NUEVA ESPAÑA,2022,num_deporte,15.0
DELICIAS,2022,num_deporte,3.0
RECOLETOS,2022,num_deporte,13.0
VALVERDE,2022,num_deporte,24.0
EL GOLOSO,2022,num_deporte,23.0
PUERTA BONITA,2022,num_deporte,7.0
NIÑO JESUS,2022,num_deporte,13.0
SIMANCAS,2022,num_deporte,14.0
SAN FERMIN,2022,num_deporte,2.0
MEDIA LEGUA,2022,num_deporte,8.0
UNIVERSIDAD,2022,num_deporte,24.0
MIRASIERRA,2022,num_deporte,19.0
CUATRO CAMINOS,2022,num_deporte,32.0
IMPERIAL,2022,num_deporte,14.0
REJAS,2022,num_deporte,24.0
VALDEMARIN,2022,num_deporte,1.0
ARGUELLES,2022,num_deporte,12.0
EL PILAR,2022,num_deporte,20.0
EMBAJADORES,2022,num_deporte,22.0
CASTILLEJOS,2022,num_deporte,16.0
PAVONES,2023,num_deporte,7.0
CASCO H.BARAJAS,2023,num_deporte,3.0
BUTARQUE,2023,num_deporte,3.0
ALMENDRALES,2023,num_deporte,4.0
TRAFALGAR,2023,num_deporte,23.0
PALOS DE LA FRONTERA,2023,num_deporte,15.0
PALOS DE MOGUER,2023,num_deporte,0.0
VALDEFUENTES,2023,num_deporte,19.0
MOSCARDO,2023,num_deporte,4.0
LOS ROSALES,2023,num_deporte,10.0
PRADOLONGO,2023,num_deporte,0.0
VENTAS,2023,num_deporte,11.0
LOS JERONIMOS,2023,num_deporte,8.0
AEROPUERTO,2023,num_deporte,3.0
VISTA ALEGRE,2023,num_deporte,14.0
ORCASITAS,2023,num_deporte,3.0
LEGAZPI,2023,num_deporte,7.0
SAN DIEGO,2023,num_deporte,12.0
FUENTELARREINA,2023,num_deporte,1.0
EL PARDO,2023,num_deporte,7.0
ADELFAS,2023,num_deporte,8.0
CAMPAMENTO,2023,num_deporte,3.0
LA PAZ,2023,num_deporte,10.0
ENTREVIAS,2023,num_deporte,8.0
CASCO H.VICALVARO,2023,num_deporte,16.0
PROSPERIDAD,2023,num_deporte,14.0
BERRUGUETE,2023,num_deporte,6.0
ALMAGRO,2023,num_deporte,8.0
LOS CARMENES,2023,num_deporte,9.0
LUCERO,2023,num_deporte,10.0
GAZTAMBIDE,2023,num_deporte,18.0
COSTILLARES,2023,num_deporte,13.0
ARAPILES,2023,num_deporte,8.0
SAN ANDRES,2023,num_deporte,20.0
CUATRO VIENTOS,2023,num_deporte,2.0
ROSAS,2023,num_deporte,11.0
TIMON,2023,num_deporte,8.0
PEÑAGRANDE,2023,num_deporte,15.0
SAN CRISTOBAL,2023,num_deporte,2.0
PALOMERAS SURESTE,2023,num_deporte,6.0
CORTES,2023,num_deporte,9.0
CANILLAS,2023,num_deporte,20.0
ATALAYA,2023,num_deporte,1.0
PORTAZGO,2023,num_deporte,9.0
FONTARRON,2023,num_deporte,6.0
CONCEPCION,2023,num_deporte,14.0
ARAVACA,2023,num_deporte,9.0
PEÑA GRANDE,2023,num_deporte,0.0
HORCAJO,2023,num_deporte,1.0
ABRANTES,2023,num_deporte,3.0
ALUCHE,2023,num_deporte,21.0
VALDEBERNARDO,2023,num_deporte,6.0
ALMENARA,2023,num_deporte,9.0
AMPOSTA,2023,num_deporte,1.0
CANILLEJAS,2023,num_deporte,7.0
EL SALVADOR,2023,num_deporte,5.0
EL VISO,2023,num_deporte,16.0
FUENTE DEL BERRO,2023,num_deporte,17.0
VALLEHERMOSO,2023,num_deporte,18.0
BUENAVISTA,2023,num_deporte,29.0
SAN JUAN BAUTISTA,2023,num_deporte,5.0
COMILLAS,2023,num_deporte,11.0
GOYA,2023,num_deporte,27.0
CASTELLANA,2023,num_deporte,14.0
LAS AGUILAS,2023,num_deporte,13.0
ENSANCHE DE VALLECAS,2023,num_deporte,20.0
BELLAS VISTAS,2023,num_deporte,10.0
PACIFICO,2023,num_deporte,13.0
CASTILLA,2023,num_deporte,9.0
SAN PASCUAL,2023,num_deporte,7.0
QUINTANA,2023,num_deporte,10.0
JUSTICIA,2023,num_deporte,22.0
ATOCHA,2023,num_deporte,0.0
HISPANOAMERICA,2023,num_deporte,17.0
VALDEZARZA,2023,num_deporte,4.0
PIOVERA,2023,num_deporte,10.0
GUINDALERA,2023,num_deporte,26.0
CHOPERA,2023,num_deporte,7.0
PUEBLO NUEVO,2023,num_deporte,38.0
ARCOS,2023,num_deporte,8.0
PALOMERAS BAJAS,2023,num_deporte,15.0
RIOS ROSAS,2023,num_deporte,17.0
MARROQUINA,2023,num_deporte,9.0
SOL,2023,num_deporte,21.0
CIUDAD JARDIN,2023,num_deporte,11.0
PALOMAS,2023,num_deporte,5.0
SAN ISIDRO,2023,num_deporte,11.0
PINAR DEL REY,2023,num_deporte,19.0
PALACIO,2023,num_deporte,20.0
CASA DE CAMPO,2023,num_deporte,16.0
ALAMEDA DE OSUNA,2023,num_deporte,11.0
ORCASUR,2023,num_deporte,3.0
IBIZA,2023,num_deporte,10.0
ZOFIO,2023,num_deporte,5.0
HELLIN,2023,num_deporte,3.0
PUERTA DEL ANGEL,2023,num_deporte,11.0
CIUDAD UNIVERSITARIA,2023,num_deporte,21.0
EL CAÑAVERAL,2023,num_deporte,2.0
LISTA,2023,num_deporte,14.0
LOS ANGELES,2023,num_deporte,11.0
OPAÑEL,2023,num_deporte,8.0
EL PLANTIO,2023,num_deporte,2.0
NUMANCIA,2023,num_deporte,8.0
VALDEACEDERAS,2023,num_deporte,8.0
SANTA EUGENIA,2023,num_deporte,14.0
ESTRELLA,2023,num_deporte,11.0
CASCO H.VALLECAS,2023,num_deporte,17.0
VINATEROS,2023,num_deporte,1.0
CORRALEJOS,2023,num_deporte,8.0
APOSTOL SANTIAGO,2023,num_deporte,5.0
VALDERRIVAS,2023,num_deporte,0.0
ACACIAS,2023,num_deporte,15.0
COLINA,2023,num_deporte,5.0
NUEVA ESPAÑA,2023,num_deporte,16.0
DELICIAS,2023,num_deporte,3.0
RECOLETOS,2023,num_deporte,14.0
VALVERDE,2023,num_deporte,25.0
EL GOLOSO,2023,num_deporte,23.0
PUERTA BONITA,2023,num_deporte,7.0
NIÑO JESUS,2023,num_deporte,11.0
SIMANCAS,2023,num_deporte,14.0
SAN FERMIN,2023,num_deporte,2.0
MEDIA LEGUA,2023,num_deporte,8.0
UNIVERSIDAD,2023,num_deporte,26.0
MIRASIERRA,2023,num_deporte,20.0
CUATRO CAMINOS,2023,num_deporte,32.0
IMPERIAL,2023,num_deporte,14.0
REJAS,2023,num_deporte,25.0
VALDEMARIN,2023,num_deporte,4.0
ARGUELLES,2023,num_deporte,14.0
EL PILAR,2023,num_deporte,20.0
EMBAJADORES,2023,num_deporte,22.0
CASTILLEJOS,2023,num_deporte,18.0
PAVONES,2024,num_deporte,7.0
CASCO H.BARAJAS,2024,num_deporte,4.0
BUTARQUE,2024,num_deporte,4.0
ALMENDRALES,2024,num_deporte,4.0
TRAFALGAR,2024,num_deporte,23.0
PALOS DE LA FRONTERA,2024,num_deporte,14.0
PALOS DE MOGUER,2024,num_deporte,0.0
VALDEFUENTES,2024,num_deporte,22.0
MOSCARDO,2024,num_deporte,3.0
LOS ROSALES,2024,num_deporte,11.0
PRADOLONGO,2024,num_deporte,0.0
VENTAS,2024,num_deporte,12.0
LOS JERONIMOS,2024,num_deporte,8.0
AEROPUERTO,2024,num_deporte,3.0
VISTA ALEGRE,2024,num_deporte,16.0
ORCASITAS,2024,num_deporte,2.0
LEGAZPI,2024,num_deporte,8.0
SAN DIEGO,2024,num_deporte,11.0
FUENTELARREINA,2024,num_deporte,1.0
EL PARDO,2024,num_deporte,7.0
ADELFAS,2024,num_deporte,9.0
CAMPAMENTO,2024,num_deporte,3.0
LA PAZ,2024,num_deporte,12.0
ENTREVIAS,2024,num_deporte,8.0
CASCO H.VICALVARO,2024,num_deporte,18.0
PROSPERIDAD,2024,num_deporte,19.0
BERRUGUETE,2024,num_deporte,5.0
ALMAGRO,2024,num_deporte,11.0
LOS CARMENES,2024,num_deporte,9.0
LUCERO,2024,num_deporte,10.0
GAZTAMBIDE,2024,num_deporte,18.0
COSTILLARES,2024,num_deporte,17.0
ARAPILES,2024,num_deporte,8.0
SAN ANDRES,2024,num_deporte,19.0
CUATRO VIENTOS,2024,num_deporte,2.0
ROSAS,2024,num_deporte,12.0
TIMON,2024,num_deporte,9.0
PEÑAGRANDE,2024,num_deporte,14.0
SAN CRISTOBAL,2024,num_deporte,2.0
PALOMERAS SURESTE,2024,num_deporte,6.0
CORTES,2024,num_deporte,9.0
CANILLAS,2024,num_deporte,19.0
ATALAYA,2024,num_deporte,1.0
PORTAZGO,2024,num_deporte,9.0
FONTARRON,2024,num_deporte,6.0
CONCEPCION,2024,num_deporte,15.0
ARAVACA,2024,num_deporte,11.0
PEÑA GRANDE,2024,num_deporte,0.0
HORCAJO,2024,num_deporte,1.0
ABRANTES,2024,num_deporte,4.0
ALUCHE,2024,num_deporte,22.0
VALDEBERNARDO,2024,num_deporte,7.0
ALMENARA,2024,num_deporte,10.0
AMPOSTA,2024,num_deporte,1.0
CANILLEJAS,2024,num_deporte,7.0
EL SALVADOR,2024,num_deporte,6.0
EL VISO,2024,num_deporte,15.0
FUENTE DEL BERRO,2024,num_deporte,17.0
VALLEHERMOSO,2024,num_deporte,18.0
BUENAVISTA,2024,num_deporte,28.0
SAN JUAN BAUTISTA,2024,num_deporte,5.0
COMILLAS,2024,num_deporte,13.0
GOYA,2024,num_deporte,32.0
CASTELLANA,2024,num_deporte,17.0
LAS AGUILAS,2024,num_deporte,13.0
ENSANCHE DE VALLECAS,2024,num_deporte,20.0
BELLAS VISTAS,2024,num_deporte,12.0
PACIFICO,2024,num_deporte,16.0
CASTILLA,2024,num_deporte,10.0
SAN PASCUAL,2024,num_deporte,9.0
QUINTANA,2024,num_deporte,10.0
JUSTICIA,2024,num_deporte,24.0
ATOCHA,2024,num_deporte,0.0
HISPANOAMERICA,2024,num_deporte,21.0
VALDEZARZA,2024,num_deporte,4.0
PIOVERA,2024,num_deporte,10.0
GUINDALERA,2024,num_deporte,28.0
CHOPERA,2024,num_deporte,7.0
PUEBLO NUEVO,2024,num_deporte,36.0
ARCOS,2024,num_deporte,7.0
PALOMERAS BAJAS,2024,num_deporte,12.0
RIOS ROSAS,2024,num_deporte,17.0
MARROQUINA,2024,num_deporte,10.0
SOL,2024,num_deporte,21.0
CIUDAD JARDIN,2024,num_deporte,13.0
PALOMAS,2024,num_deporte,6.0
SAN ISIDRO,2024,num_deporte,11.0
PINAR DEL REY,2024,num_deporte,16.0
PALACIO,2024,num_deporte,21.0
CASA DE CAMPO,2024,num_deporte,17.0
ALAMEDA DE OSUNA,2024,num_deporte,12.0
ORCASUR,2024,num_deporte,3.0
IBIZA,2024,num_deporte,9.0
ZOFIO,2024,num_deporte,5.0
HELLIN,2024,num_deporte,3.0
PUERTA DEL ANGEL,2024,num_deporte,11.0
CIUDAD UNIVERSITARIA,2024,num_deporte,23.0
EL CAÑAVERAL,2024,num_deporte,3.0
LISTA,2024,num_deporte,14.0
LOS ANGELES,2024,num_deporte,10.0
OPAÑEL,2024,num_deporte,8.0
EL PLANTIO,2024,num_deporte,2.0
NUMANCIA,2024,num_deporte,8.0
VALDEACEDERAS,2024,num_deporte,10.0
SANTA EUGENIA,2024,num_deporte,14.0
ESTRELLA,2024,num_deporte,11.0
CASCO H.VALLECAS,2024,num_deporte,16.0
VINATEROS,2024,num_deporte,0.0
CORRALEJOS,2024,num_deporte,7.0
APOSTOL SANTIAGO,2024,num_deporte,4.0
VALDERRIVAS,2024,num_deporte,0.0
ACACIAS,2024,num_deporte,16.0
COLINA,2024,num_deporte,7.0
NUEVA ESPAÑA,2024,num_deporte,20.0
DELICIAS,2024,num_deporte,3.0
RECOLETOS,2024,num_deporte,12.0
VALVERDE,2024,num_deporte,26.0
EL GOLOSO,2024,num_deporte,21.0
PUERTA BONITA,2024,num_deporte,7.0
NIÑO JESUS,2024,num_deporte,10.0
SIMANCAS,2024,num_deporte,12.0
SAN FERMIN,2024,num_deporte,2.0
MEDIA LEGUA,2024,num_deporte,4.0
UNIVERSIDAD,2024,num_deporte,28.0
MIRASIERRA,2024,num_deporte,22.0
CUATRO CAMINOS,2024,num_deporte,33.0
IMPERIAL,2024,num_deporte,15.0
REJAS,2024,num_deporte,23.0
VALDEMARIN,2024,num_deporte,4.0
ARGUELLES,2024,num_deporte,17.0
EL PILAR,2024,num_deporte,22.0
EMBAJADORES,2024,num_deporte,22.0
CASTILLEJOS,2024,num_deporte,18.0
PAVONES,2018,num_alim_super,9.0
CASCO H.BARAJAS,2018,num_alim_super,30.0
BUTARQUE,2018,num_alim_super,42.0
ALMENDRALES,2018,num_alim_super,69.0
TRAFALGAR,2018,num_alim_super,64.0
PALOS DE LA FRONTERA,2018,num_alim_super,0.0
PALOS DE MOGUER,2018,num_alim_super,70.0
VALDEFUENTES,2018,num_alim_super,45.0
MOSCARDO,2018,num_alim_super,98.0
LOS ROSALES,2018,num_alim_super,105.0
PRADOLONGO,2018,num_alim_super,57.0
VENTAS,2018,num_alim_super,98.0
LOS JERONIMOS,2018,num_alim_super,14.0
AEROPUERTO,2018,num_alim_super,14.0
VISTA ALEGRE,2018,num_alim_super,194.0
ORCASITAS,2018,num_alim_super,49.0
LEGAZPI,2018,num_alim_super,47.0
SAN DIEGO,2018,num_alim_super,153.0
FUENTELARREINA,2018,num_alim_super,4.0
EL PARDO,2018,num_alim_super,9.0
ADELFAS,2018,num_alim_super,31.0
CAMPAMENTO,2018,num_alim_super,52.0
LA PAZ,2018,num_alim_super,49.0
ENTREVIAS,2018,num_alim_super,48.0
CASCO H.VICALVARO,2018,num_alim_super,66.0
PROSPERIDAD,2018,num_alim_super,105.0
BERRUGUETE,2018,num_alim_super,61.0
ALMAGRO,2018,num_alim_super,32.0
LOS CARMENES,2018,num_alim_super,22.0
LUCERO,2018,num_alim_super,87.0
GAZTAMBIDE,2018,num_alim_super,57.0
COSTILLARES,2018,num_alim_super,20.0
ARAPILES,2018,num_alim_super,61.0
SAN ANDRES,2018,num_alim_super,158.0
CUATRO VIENTOS,2018,num_alim_super,6.0
ROSAS,2018,num_alim_super,64.0
TIMON,2018,num_alim_super,15.0
PEÑAGRANDE,2018,num_alim_super,0.0
SAN CRISTOBAL,2018,num_alim_super,43.0
PALOMERAS SURESTE,2018,num_alim_super,68.0
CORTES,2018,num_alim_super,57.0
CANILLAS,2018,num_alim_super,103.0
ATALAYA,2018,num_alim_super,0.0
PORTAZGO,2018,num_alim_super,54.0
FONTARRON,2018,num_alim_super,32.0
CONCEPCION,2018,num_alim_super,89.0
ARAVACA,2018,num_alim_super,63.0
PEÑA GRANDE,2018,num_alim_super,90.0
HORCAJO,2018,num_alim_super,8.0
ABRANTES,2018,num_alim_super,63.0
ALUCHE,2018,num_alim_super,159.0
VALDEBERNARDO,2018,num_alim_super,23.0
ALMENARA,2018,num_alim_super,44.0
AMPOSTA,2018,num_alim_super,41.0
CANILLEJAS,2018,num_alim_super,109.0
EL SALVADOR,2018,num_alim_super,14.0
EL VISO,2018,num_alim_super,31.0
FUENTE DEL BERRO,2018,num_alim_super,91.0
VALLEHERMOSO,2018,num_alim_super,28.0
BUENAVISTA,2018,num_alim_super,85.0
SAN JUAN BAUTISTA,2018,num_alim_super,15.0
COMILLAS,2018,num_alim_super,75.0
GOYA,2018,num_alim_super,117.0
CASTELLANA,2018,num_alim_super,48.0
LAS AGUILAS,2018,num_alim_super,93.0
ENSANCHE DE VALLECAS,2018,num_alim_super,47.0
BELLAS VISTAS,2018,num_alim_super,80.0
PACIFICO,2018,num_alim_super,103.0
CASTILLA,2018,num_alim_super,25.0
SAN PASCUAL,2018,num_alim_super,40.0
QUINTANA,2018,num_alim_super,77.0
JUSTICIA,2018,num_alim_super,83.0
ATOCHA,2018,num_alim_super,4.0
HISPANOAMERICA,2018,num_alim_super,66.0
VALDEZARZA,2018,num_alim_super,44.0
PIOVERA,2018,num_alim_super,17.0
GUINDALERA,2018,num_alim_super,127.0
CHOPERA,2018,num_alim_super,59.0
PUEBLO NUEVO,2018,num_alim_super,137.0
ARCOS,2018,num_alim_super,42.0
PALOMERAS BAJAS,2018,num_alim_super,42.0
RIOS ROSAS,2018,num_alim_super,49.0
MARROQUINA,2018,num_alim_super,71.0
SOL,2018,num_alim_super,81.0
CIUDAD JARDIN,2018,num_alim_super,57.0
PALOMAS,2018,num_alim_super,10.0
SAN ISIDRO,2018,num_alim_super,85.0
PINAR DEL REY,2018,num_alim_super,129.0
PALACIO,2018,num_alim_super,79.0
CASA DE CAMPO,2018,num_alim_super,42.0
ALAMEDA DE OSUNA,2018,num_alim_super,36.0
ORCASUR,2018,num_alim_super,21.0
IBIZA,2018,num_alim_super,101.0
ZOFIO,2018,num_alim_super,21.0
HELLIN,2018,num_alim_super,11.0
PUERTA DEL ANGEL,2018,num_alim_super,152.0
CIUDAD UNIVERSITARIA,2018,num_alim_super,30.0
EL CAÑAVERAL,2018,num_alim_super,0.0
LISTA,2018,num_alim_super,80.0
LOS ANGELES,2018,num_alim_super,87.0
OPAÑEL,2018,num_alim_super,115.0
EL PLANTIO,2018,num_alim_super,8.0
NUMANCIA,2018,num_alim_super,83.0
VALDEACEDERAS,2018,num_alim_super,65.0
SANTA EUGENIA,2018,num_alim_super,46.0
ESTRELLA,2018,num_alim_super,45.0
CASCO H.VALLECAS,2018,num_alim_super,159.0
VINATEROS,2018,num_alim_super,43.0
CORRALEJOS,2018,num_alim_super,10.0
APOSTOL SANTIAGO,2018,num_alim_super,23.0
VALDERRIVAS,2018,num_alim_super,8.0
ACACIAS,2018,num_alim_super,106.0
COLINA,2018,num_alim_super,9.0
NUEVA ESPAÑA,2018,num_alim_super,40.0
DELICIAS,2018,num_alim_super,72.0
RECOLETOS,2018,num_alim_super,56.0
VALVERDE,2018,num_alim_super,120.0
EL GOLOSO,2018,num_alim_super,31.0
PUERTA BONITA,2018,num_alim_super,88.0
NIÑO JESUS,2018,num_alim_super,36.0
SIMANCAS,2018,num_alim_super,84.0
SAN FERMIN,2018,num_alim_super,40.0
MEDIA LEGUA,2018,num_alim_super,21.0
UNIVERSIDAD,2018,num_alim_super,148.0
MIRASIERRA,2018,num_alim_super,28.0
CUATRO CAMINOS,2018,num_alim_super,100.0
IMPERIAL,2018,num_alim_super,75.0
REJAS,2018,num_alim_super,35.0
VALDEMARIN,2018,num_alim_super,1.0
ARGUELLES,2018,num_alim_super,108.0
EL PILAR,2018,num_alim_super,140.0
EMBAJADORES,2018,num_alim_super,203.0
CASTILLEJOS,2018,num_alim_super,73.0
PAVONES,2019,num_alim_super,9.0
CASCO H.BARAJAS,2019,num_alim_super,29.0
BUTARQUE,2019,num_alim_super,39.0
ALMENDRALES,2019,num_alim_super,73.0
TRAFALGAR,2019,num_alim_super,64.0
PALOS DE LA FRONTERA,2019,num_alim_super,0.0
PALOS DE MOGUER,2019,num_alim_super,69.0
VALDEFUENTES,2019,num_alim_super,49.0
MOSCARDO,2019,num_alim_super,102.0
LOS ROSALES,2019,num_alim_super,103.0
PRADOLONGO,2019,num_alim_super,62.0
VENTAS,2019,num_alim_super,97.0
LOS JERONIMOS,2019,num_alim_super,14.0
AEROPUERTO,2019,num_alim_super,14.0
VISTA ALEGRE,2019,num_alim_super,184.0
ORCASITAS,2019,num_alim_super,43.0
LEGAZPI,2019,num_alim_super,39.0
SAN DIEGO,2019,num_alim_super,151.0
FUENTELARREINA,2019,num_alim_super,4.0
EL PARDO,2019,num_alim_super,9.0
ADELFAS,2019,num_alim_super,21.0
CAMPAMENTO,2019,num_alim_super,54.0
LA PAZ,2019,num_alim_super,43.0
ENTREVIAS,2019,num_alim_super,49.0
CASCO H.VICALVARO,2019,num_alim_super,67.0
PROSPERIDAD,2019,num_alim_super,98.0
BERRUGUETE,2019,num_alim_super,62.0
ALMAGRO,2019,num_alim_super,36.0
LOS CARMENES,2019,num_alim_super,25.0
LUCERO,2019,num_alim_super,91.0
GAZTAMBIDE,2019,num_alim_super,53.0
COSTILLARES,2019,num_alim_super,23.0
ARAPILES,2019,num_alim_super,68.0
SAN ANDRES,2019,num_alim_super,157.0
CUATRO VIENTOS,2019,num_alim_super,5.0
ROSAS,2019,num_alim_super,70.0
TIMON,2019,num_alim_super,14.0
PEÑAGRANDE,2019,num_alim_super,0.0
SAN CRISTOBAL,2019,num_alim_super,46.0
PALOMERAS SURESTE,2019,num_alim_super,70.0
CORTES,2019,num_alim_super,62.0
CANILLAS,2019,num_alim_super,101.0
ATALAYA,2019,num_alim_super,0.0
PORTAZGO,2019,num_alim_super,56.0
FONTARRON,2019,num_alim_super,30.0
CONCEPCION,2019,num_alim_super,89.0
ARAVACA,2019,num_alim_super,57.0
PEÑA GRANDE,2019,num_alim_super,87.0
HORCAJO,2019,num_alim_super,7.0
ABRANTES,2019,num_alim_super,66.0
ALUCHE,2019,num_alim_super,158.0
VALDEBERNARDO,2019,num_alim_super,23.0
ALMENARA,2019,num_alim_super,49.0
AMPOSTA,2019,num_alim_super,37.0
CANILLEJAS,2019,num_alim_super,100.0
EL SALVADOR,2019,num_alim_super,19.0
EL VISO,2019,num_alim_super,31.0
FUENTE DEL BERRO,2019,num_alim_super,90.0
VALLEHERMOSO,2019,num_alim_super,28.0
BUENAVISTA,2019,num_alim_super,86.0
SAN JUAN BAUTISTA,2019,num_alim_super,15.0
COMILLAS,2019,num_alim_super,72.0
GOYA,2019,num_alim_super,123.0
CASTELLANA,2019,num_alim_super,47.0
LAS AGUILAS,2019,num_alim_super,97.0
ENSANCHE DE VALLECAS,2019,num_alim_super,41.0
BELLAS VISTAS,2019,num_alim_super,80.0
PACIFICO,2019,num_alim_super,109.0
CASTILLA,2019,num_alim_super,25.0
SAN PASCUAL,2019,num_alim_super,38.0
QUINTANA,2019,num_alim_super,74.0
JUSTICIA,2019,num_alim_super,82.0
ATOCHA,2019,num_alim_super,4.0
HISPANOAMERICA,2019,num_alim_super,70.0
VALDEZARZA,2019,num_alim_super,40.0
PIOVERA,2019,num_alim_super,18.0
GUINDALERA,2019,num_alim_super,122.0
CHOPERA,2019,num_alim_super,54.0
PUEBLO NUEVO,2019,num_alim_super,139.0
ARCOS,2019,num_alim_super,34.0
PALOMERAS BAJAS,2019,num_alim_super,40.0
RIOS ROSAS,2019,num_alim_super,49.0
MARROQUINA,2019,num_alim_super,66.0
SOL,2019,num_alim_super,82.0
CIUDAD JARDIN,2019,num_alim_super,60.0
PALOMAS,2019,num_alim_super,11.0
SAN ISIDRO,2019,num_alim_super,86.0
PINAR DEL REY,2019,num_alim_super,133.0
PALACIO,2019,num_alim_super,84.0
CASA DE CAMPO,2019,num_alim_super,42.0
ALAMEDA DE OSUNA,2019,num_alim_super,32.0
ORCASUR,2019,num_alim_super,21.0
IBIZA,2019,num_alim_super,89.0
ZOFIO,2019,num_alim_super,18.0
HELLIN,2019,num_alim_super,11.0
PUERTA DEL ANGEL,2019,num_alim_super,149.0
CIUDAD UNIVERSITARIA,2019,num_alim_super,24.0
EL CAÑAVERAL,2019,num_alim_super,1.0
LISTA,2019,num_alim_super,89.0
LOS ANGELES,2019,num_alim_super,88.0
OPAÑEL,2019,num_alim_super,115.0
EL PLANTIO,2019,num_alim_super,4.0
NUMANCIA,2019,num_alim_super,84.0
VALDEACEDERAS,2019,num_alim_super,73.0
SANTA EUGENIA,2019,num_alim_super,38.0
ESTRELLA,2019,num_alim_super,47.0
CASCO H.VALLECAS,2019,num_alim_super,211.0
VINATEROS,2019,num_alim_super,40.0
CORRALEJOS,2019,num_alim_super,6.0
APOSTOL SANTIAGO,2019,num_alim_super,17.0
VALDERRIVAS,2019,num_alim_super,8.0
ACACIAS,2019,num_alim_super,107.0
COLINA,2019,num_alim_super,10.0
NUEVA ESPAÑA,2019,num_alim_super,39.0
DELICIAS,2019,num_alim_super,69.0
RECOLETOS,2019,num_alim_super,54.0
VALVERDE,2019,num_alim_super,102.0
EL GOLOSO,2019,num_alim_super,25.0
PUERTA BONITA,2019,num_alim_super,90.0
NIÑO JESUS,2019,num_alim_super,39.0
SIMANCAS,2019,num_alim_super,81.0
SAN FERMIN,2019,num_alim_super,40.0
MEDIA LEGUA,2019,num_alim_super,28.0
UNIVERSIDAD,2019,num_alim_super,146.0
MIRASIERRA,2019,num_alim_super,28.0
CUATRO CAMINOS,2019,num_alim_super,100.0
IMPERIAL,2019,num_alim_super,74.0
REJAS,2019,num_alim_super,33.0
VALDEMARIN,2019,num_alim_super,1.0
ARGUELLES,2019,num_alim_super,98.0
EL PILAR,2019,num_alim_super,141.0
EMBAJADORES,2019,num_alim_super,208.0
CASTILLEJOS,2019,num_alim_super,71.0
PAVONES,2020,num_alim_super,8.0
CASCO H.BARAJAS,2020,num_alim_super,29.0
BUTARQUE,2020,num_alim_super,36.0
ALMENDRALES,2020,num_alim_super,79.0
TRAFALGAR,2020,num_alim_super,64.0
PALOS DE LA FRONTERA,2020,num_alim_super,0.0
PALOS DE MOGUER,2020,num_alim_super,67.0
VALDEFUENTES,2020,num_alim_super,48.0
MOSCARDO,2020,num_alim_super,109.0
LOS ROSALES,2020,num_alim_super,109.0
PRADOLONGO,2020,num_alim_super,62.0
VENTAS,2020,num_alim_super,92.0
LOS JERONIMOS,2020,num_alim_super,14.0
AEROPUERTO,2020,num_alim_super,15.0
VISTA ALEGRE,2020,num_alim_super,190.0
ORCASITAS,2020,num_alim_super,41.0
LEGAZPI,2020,num_alim_super,40.0
SAN DIEGO,2020,num_alim_super,152.0
FUENTELARREINA,2020,num_alim_super,4.0
EL PARDO,2020,num_alim_super,9.0
ADELFAS,2020,num_alim_super,24.0
CAMPAMENTO,2020,num_alim_super,55.0
LA PAZ,2020,num_alim_super,44.0
ENTREVIAS,2020,num_alim_super,46.0
CASCO H.VICALVARO,2020,num_alim_super,66.0
PROSPERIDAD,2020,num_alim_super,92.0
BERRUGUETE,2020,num_alim_super,60.0
ALMAGRO,2020,num_alim_super,39.0
LOS CARMENES,2020,num_alim_super,25.0
LUCERO,2020,num_alim_super,93.0
GAZTAMBIDE,2020,num_alim_super,57.0
COSTILLARES,2020,num_alim_super,23.0
ARAPILES,2020,num_alim_super,71.0
SAN ANDRES,2020,num_alim_super,159.0
CUATRO VIENTOS,2020,num_alim_super,5.0
ROSAS,2020,num_alim_super,68.0
TIMON,2020,num_alim_super,16.0
PEÑAGRANDE,2020,num_alim_super,0.0
SAN CRISTOBAL,2020,num_alim_super,46.0
PALOMERAS SURESTE,2020,num_alim_super,69.0
CORTES,2020,num_alim_super,61.0
CANILLAS,2020,num_alim_super,105.0
ATALAYA,2020,num_alim_super,1.0
PORTAZGO,2020,num_alim_super,55.0
FONTARRON,2020,num_alim_super,31.0
CONCEPCION,2020,num_alim_super,89.0
ARAVACA,2020,num_alim_super,58.0
PEÑA GRANDE,2020,num_alim_super,87.0
HORCAJO,2020,num_alim_super,7.0
