Barrio,anyo,anyo_timestamp,Indicador,valor_indicador
Recoletos,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,280.0
Rejas,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,148.0
Rosas,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,224.0
Ríos Rosas,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,392.0
San Cristóbal,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,121.0
San Diego,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,481.0
San Fermín,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,196.0
San Isidro,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,478.0
San Juan Bautista,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,133.0
San Pascual,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,258.0
Santa Eugenia,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,239.0
Simancas,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,297.0
Sol,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,157.0
Timón,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,76.0
Trafalgar,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,411.0
Universidad,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,539.0
Valdeacederas,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,266.0
Valdebernardo,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,118.0
Valdefuentes,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,250.0
Valdemarín,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,42.0
Valderrivas,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,62.0
Valdezarza,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,416.0
Vallehermoso,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,281.0
Valverde,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,378.0
Ventas,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,712.0
Villaverde Alto - Casco Histórico de Villaverde,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,417.0
Vinateros,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,262.0
Vista Alegre,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,539.0
Zofío,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,121.0
Águilas,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,770.0
Ángeles,2023,2023-01-01,Hogares con un hombre solo mayor de 65 años,391.0
Abrantes,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,296.0
Acacias,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,492.0
Adelfas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,211.0
Aeropuerto,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,25.0
Alameda de Osuna,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,265.0
Almagro,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,314.0
Almenara,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,349.0
Almendrales,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,202.0
Aluche,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,1007.0
Amposta,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,133.0
Apóstol Santiago,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,166.0
Arapiles,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,389.0
Aravaca,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,222.0
Arcos,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,219.0
Argüelles,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,398.0
Atalaya,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,17.0
Atocha,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,7.0
Bellas Vistas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,414.0
Berruguete,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,258.0
Buenavista,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,377.0
Butarque,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,102.0
Campamento,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,277.0
Canillas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,506.0
Canillejas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,355.0
Casa de Campo,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,215.0
Casco Histórico de Barajas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,105.0
Casco Histórico de Vallecas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,398.0
Casco Histórico de Vicálvaro,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,443.0
Castellana,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,268.0
Castilla,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,247.0
Castillejos,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,367.0
Chopera,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,274.0
Ciudad Jardín,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,273.0
Ciudad Universitaria,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,236.0
Colina,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,86.0
Comillas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,376.0
Corralejos,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,45.0
Cortes,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,232.0
Costillares,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,260.0
Cuatro Caminos,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,492.0
Cuatro Vientos,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,35.0
Delicias,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,342.0
El Cañaveral,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,14.0
El Goloso,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,70.0
El Pardo,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,60.0
El Plantío,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,36.0
El Salvador,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,139.0
El Viso,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,198.0
Embajadores,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,702.0
Ensanche de Vallecas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,237.0
Entrevías,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,363.0
Estrella,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,276.0
Fontarrón,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,238.0
Fuente del Berro,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,321.0
Fuentelarreina,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,46.0
Gaztambide,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,423.0
Goya,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,515.0
Guindalera,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,581.0
Hellín,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,135.0
Hispanoamérica,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,441.0
Horcajo,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,38.0
Ibiza,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,320.0
Imperial,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,317.0
Justicia,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,292.0
La Concepción,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,374.0
La Paz,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,444.0
Legazpi,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,133.0
Lista,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,323.0
Los Cármenes,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,183.0
Los Jerónimos,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,135.0
Los Rosales,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,359.0
Lucero,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,493.0
Marroquina,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,385.0
Media Legua,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,234.0
Mirasierra,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,236.0
Moscardó,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,327.0
Niño Jesús,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,197.0
Nueva España,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,334.0
Numancia,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,593.0
Opañel,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,446.0
Orcasitas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,240.0
Orcasur,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,125.0
Pacífico,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,563.0
Palacio,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,485.0
Palomas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,59.0
Palomeras Bajas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,416.0
Palomeras Sureste,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,457.0
Palos de la Frontera,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,416.0
Pavones,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,97.0
Peñagrande,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,593.0
Pilar,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,678.0
Pinar del Rey,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,723.0
Piovera,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,103.0
Portazgo,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,344.0
Pradolongo,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,183.0
Prosperidad,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,544.0
Pueblo Nuevo,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,802.0
Puerta Bonita,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,376.0
Puerta del Ángel,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,583.0
Quintana,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,353.0
Recoletos,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,292.0
Rejas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,152.0
Rosas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,228.0
Ríos Rosas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,398.0
San Cristóbal,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,133.0
San Diego,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,480.0
San Fermín,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,210.0
San Isidro,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,495.0
San Juan Bautista,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,146.0
San Pascual,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,280.0
Santa Eugenia,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,259.0
Simancas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,301.0
Sol,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,160.0
Timón,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,83.0
Trafalgar,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,408.0
Universidad,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,565.0
Valdeacederas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,272.0
Valdebernardo,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,138.0
Valdefuentes,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,283.0
Valdemarín,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,46.0
Valderrivas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,61.0
Valdezarza,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,427.0
Vallehermoso,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,293.0
Valverde,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,418.0
Ventas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,728.0
Villaverde Alto - Casco Histórico de Villaverde,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,429.0
Vinateros,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,251.0
Vista Alegre,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,549.0
Zofío,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,130.0
Águilas,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,799.0
Ángeles,2024,2024-01-01,Hogares con un hombre solo mayor de 65 años,410.0
Abrantes,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1137.0
Acacias,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1490.0
Adelfas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,685.0
Aeropuerto,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,56.0
Alameda de Osuna,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,600.0
Almagro,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,865.0
Almenara,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,859.0
Almendrales,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,780.0
Aluche,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,3444.0
Amposta,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,398.0
Apóstol Santiago,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,607.0
Arapiles,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1416.0
Aravaca,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,457.0
Arcos,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,878.0
Argüelles,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1138.0
Atalaya,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,54.0
Atocha,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,16.0
Bellas Vistas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1225.0
Berruguete,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,955.0
Buenavista,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,984.0
Butarque,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,221.0
Campamento,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,783.0
Canillas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1634.0
Canillejas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1108.0
Casa de Campo,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,738.0
Casco Histórico de Barajas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,249.0
Casco Histórico de Vallecas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1216.0
Casco Histórico de Vicálvaro,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1382.0
Castellana,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,684.0
Castilla,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,682.0
Castillejos,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1066.0
Chopera,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1019.0
Ciudad Jardín,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,926.0
Ciudad Universitaria,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,638.0
Colina,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,240.0
Comillas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1246.0
Corralejos,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,82.0
Cortes,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,381.0
Costillares,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,719.0
Cuatro Caminos,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1740.0
Cuatro Vientos,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,52.0
Delicias,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1012.0
El Cañaveral,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1.0
El Goloso,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,97.0
El Pardo,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,169.0
El Plantío,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,37.0
El Salvador,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,356.0
El Viso,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,534.0
Embajadores,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1588.0
Ensanche de Vallecas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,206.0
Entrevías,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1282.0
Estrella,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,961.0
Fontarrón,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,960.0
Fuente del Berro,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1149.0
Fuentelarreina,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,114.0
Gaztambide,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1371.0
Goya,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1569.0
Guindalera,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,2045.0
Hellín,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,553.0
Hispanoamérica,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1454.0
Horcajo,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,59.0
Ibiza,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1165.0
Imperial,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,928.0
Justicia,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,627.0
La Concepción,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1304.0
La Paz,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1215.0
Legazpi,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,250.0
Lista,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1147.0
Los Cármenes,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,606.0
Los Jerónimos,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,283.0
Los Rosales,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,994.0
Lucero,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1638.0
Marroquina,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1266.0
Media Legua,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,913.0
Mirasierra,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,528.0
Moscardó,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1118.0
Niño Jesús,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,653.0
Nueva España,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,900.0
Numancia,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1757.0
Opañel,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1584.0
Orcasitas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,852.0
Orcasur,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,322.0
Pacífico,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1790.0
Palacio,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1027.0
Palomas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,86.0
Palomeras Bajas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1263.0
Palomeras Sureste,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1420.0
Palos de la Frontera,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1293.0
Pavones,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,345.0
Peñagrande,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1621.0
Pilar,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,2470.0
Pinar del Rey,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,2448.0
Piovera,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,204.0
Portazgo,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1228.0
Pradolongo,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,593.0
Prosperidad,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1977.0
Pueblo Nuevo,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,2615.0
Puerta Bonita,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1230.0
Puerta del Ángel,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,2035.0
Quintana,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1416.0
Recoletos,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,619.0
Rejas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,361.0
Rosas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,522.0
Ríos Rosas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1419.0
San Cristóbal,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,507.0
San Diego,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1383.0
San Fermín,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,569.0
San Isidro,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1586.0
San Juan Bautista,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,469.0
San Pascual,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,967.0
Santa Eugenia,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,753.0
Simancas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1090.0
Sol,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,263.0
Timón,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,185.0
Trafalgar,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1293.0
Universidad,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1231.0
Valdeacederas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,803.0
Valdebernardo,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,247.0
Valdefuentes,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,420.0
Valdemarín,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,49.0
Valderrivas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,114.0
Valdezarza,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1489.0
Vallehermoso,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1093.0
Valverde,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1422.0
Ventas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,2581.0
Villaverde Alto - Casco Histórico de Villaverde,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1465.0
Vinateros,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1101.0
Vista Alegre,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,2067.0
Zofío,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,488.0
Águilas,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,2475.0
Ángeles,2020,2020-01-01,Hogares con una mujer sola mayor de 65 años,1535.0
Abrantes,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1113.0
Acacias,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1505.0
Adelfas,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,707.0
Aeropuerto,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,59.0
Alameda de Osuna,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,621.0
Almagro,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,837.0
Almenara,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,852.0
Almendrales,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,764.0
Aluche,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,3523.0
Amposta,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,397.0
Apóstol Santiago,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,597.0
Arapiles,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1424.0
Aravaca,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,455.0
Arcos,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,861.0
Argüelles,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1134.0
Atalaya,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,58.0
Atocha,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,17.0
Bellas Vistas,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1206.0
Berruguete,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,953.0
Buenavista,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,997.0
Butarque,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,223.0
Campamento,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,778.0
Canillas,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1701.0
Canillejas,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1110.0
Casa de Campo,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,717.0
Casco Histórico de Barajas,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,239.0
Casco Histórico de Vallecas,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1220.0
Casco Histórico de Vicálvaro,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1374.0
Castellana,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,692.0
Castilla,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,698.0
Castillejos,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1080.0
Chopera,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1018.0
Ciudad Jardín,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,943.0
Ciudad Universitaria,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,652.0
Colina,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,247.0
Comillas,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1261.0
Corralejos,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,87.0
Cortes,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,375.0
Costillares,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,750.0
Cuatro Caminos,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1721.0
Cuatro Vientos,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,57.0
Delicias,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,1018.0
El Cañaveral,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,2.0
El Goloso,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,101.0
El Pardo,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,167.0
El Plantío,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,39.0
El Salvador,2021,2021-01-01,Hogares con una mujer sola mayor de 65 años,364.0
