;;;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
;;;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta
1 de enero de 2020;08. Fuencarral-El Pardo;087. Mirasierra;22.713;85;329;823;2.064;434;670;3.204;375;1.692;542;9.233;176;3.065;21;10.491;32;99;271;782;200;362;1.458;115;516;432;4.561;101;1.548;14;12.222;53;230;552;1.282;234;308;1.746;260;1.176;110;4.672;75;1.517;7
1 de enero de 2020;08. Fuencarral-El Pardo;088. El Goloso;11.627;32;208;469;927;272;411;1.305;319;929;369;4.716;166;1.502;2;5.596;9;55;156;485;149;251;735;126;281;265;2.285;88;710;1;6.031;23;153;313;442;123;160;570;193;648;104;2.431;78;792;1
1 de enero de 2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;92.343;171;1.928;6.550;13.555;2.222;2.537;13.732;1.637;6.239;1.987;29.872;843;10.894;176;41.280;61;540;2.218;5.389;1.082;1.491;6.250;571;1.946;1.495;14.282;475;5.408;72;51.063;110;1.388;4.332;8.166;1.140;1.046;7.482;1.066;4.293;492;15.590;368;5.486;104
1 de enero de 2020;09. Moncloa-Aravaca;091. Casa de Campo;10.784;22;254;885;1.700;301;354;1.753;192;772;248;3.029;90;1.172;12;4.890;8;77;293;743;144;218;873;83;231;195;1.447;47;527;4;5.894;14;177;592;957;157;136;880;109;541;53;1.582;43;645;8
1 de enero de 2020;09. Moncloa-Aravaca;092. Argüelles;19.969;20;280;977;2.582;342;433;2.938;349;1.385;409;7.218;219;2.768;49;8.910;9;76;308;972;167;256;1.291;128;440;293;3.448;132;1.373;17;11.059;11;204;669;1.610;175;177;1.647;221;945;116;3.770;87;1.395;32
1 de enero de 2020;09. Moncloa-Aravaca;093. Ciudad Universitaria;12.730;12;163;573;1.405;171;262;1.720;226;931;274;4.767;101;2.097;28;5.675;3;52;178;458;79;159;730;65;291;217;2.326;58;1.051;8;7.055;9;111;395;947;92;103;990;161;640;57;2.441;43;1.046;20
1 de enero de 2020;09. Moncloa-Aravaca;094. Valdezarza;24.003;56;851;2.929;5.258;1.028;1.020;3.940;372;1.432;497;4.779;160;1.638;43;10.668;17;221;1.067;2.378;530;614;1.907;160;430;373;2.106;87;758;20;13.335;39;630;1.862;2.880;498;406;2.033;212;1.002;124;2.673;73;880;23
1 de enero de 2020;09. Moncloa-Aravaca;095. Valdemarín;4.333;5;49;176;373;32;42;468;96;274;80;1.995;57;684;2;1.895;1;5;32;85;10;19;173;20;80;62;1.007;32;368;1;2.438;4;44;144;288;22;23;295;76;194;18;988;25;316;1
1 de enero de 2020;09. Moncloa-Aravaca;096. El Plantío;1.973;7;22;86;197;26;23;310;46;124;39;792;25;275;1;889;0;1;25;60;9;9;120;14;40;29;416;17;149;0;1.084;7;21;61;137;17;14;190;32;84;10;376;8;126;1
1 de enero de 2020;09. Moncloa-Aravaca;097. Aravaca;18.551;49;309;924;2.040;322;403;2.603;356;1.321;440;7.292;191;2.260;41;8.353;23;108;315;693;143;216;1.156;101;434;326;3.532;102;1.182;22;10.198;26;201;609;1.347;179;187;1.447;255;887;114;3.760;89;1.078;19
1 de enero de 2020;10. Latina;10. Latina;191.717;868;10.148;29.927;52.091;9.807;9.075;30.485;3.093;10.018;2.962;25.101;1.266;6.611;265;86.870;259;3.402;11.685;24.037;5.021;5.338;15.451;1.173;3.289;2.302;11.115;693;2.992;113;104.847;609;6.746;18.242;28.054;4.786;3.737;15.034;1.920;6.729;660;13.986;573;3.619;152
1 de enero de 2020;10. Latina;101. Los Cármenes;13.336;130;810;2.025;3.611;708;587;2.134;226;621;173;1.730;95;462;24;6.194;38;306;877;1.757;362;341;1.036;85;204;129;789;57;205;8;7.142;92;504;1.148;1.854;346;246;1.098;141;417;44;941;38;257;16
1 de enero de 2020;10. Latina;102. Puerta del Ángel;33.849;129;1.618;4.774;8.993;1.491;1.426;5.469;607;1.693;487;5.256;271;1.590;45;15.243;36;520;1.899;4.106;740;804;2.641;238;594;381;2.356;147;758;23;18.606;93;1.098;2.875;4.887;751;622;2.828;369;1.099;106;2.900;124;832;22
1 de enero de 2020;10. Latina;103. Lucero;28.608;130;1.662;4.311;7.828;1.297;1.223;4.667;454;1.453;434;3.924;182;1.021;22;12.942;39;572;1.734;3.589;655;717;2.364;183;478;340;1.735;86;445;5;15.666;91;1.090;2.577;4.239;642;506;2.303;271;975;94;2.189;96;576;17
1 de enero de 2020;10. Latina;104. Aluche;54.507;173;2.686;9.025;15.214;2.632;2.565;8.730;782;3.020;920;6.695;292;1.672;101;24.439;58;886;3.466;6.798;1.375;1.520;4.451;275;964;740;2.974;155;734;43;30.068;115;1.800;5.559;8.416;1.257;1.045;4.279;507;2.056;180;3.721;137;938;58
1 de enero de 2020;10. Latina;105. Campamento;15.633;48;700;2.275;4.194;798;755;2.602;272;832;274;2.136;138;591;18;7.122;18;220;753;1.884;428;458;1.366;109;285;202;1.003;92;296;8;8.511;30;480;1.522;2.310;370;297;1.236;163;547;72;1.133;46;295;10
1 de enero de 2020;10. Latina;106. Cuatro Vientos;4.066;17;80;272;846;232;281;693;117;374;105;812;45;192;0;2.011;9;33;142;465;116;161;364;51;116;84;365;23;82;0;2.055;8;47;130;381;116;120;329;66;258;21;447;22;110;0
1 de enero de 2020;10. Latina;107. Águilas;41.718;241;2.592;7.245;11.405;2.649;2.238;6.190;635;2.025;569;4.548;243;1.083;55;18.919;61;865;2.814;5.438;1.345;1.337;3.229;232;648;426;1.893;133;472;26;22.799;180;1.727;4.431;5.967;1.304;901;2.961;403;1.377;143;2.655;110;611;29
1 de enero de 2020;11. Carabanchel;11. Carabanchel;198.444;1.124;10.388;30.056;61.383;10.139;9.271;30.416;3.552;9.236;2.635;23.268;1.211;5.479;286;90.091;349;3.628;12.299;28.908;5.128;5.370;15.104;1.409;2.964;1.957;9.907;616;2.319;133;108.353;775;6.760;17.757;32.475;5.011;3.901;15.312;2.143;6.272;678;13.361;595;3.160;153
1 de enero de 2020;11. Carabanchel;111. Comillas;18.662;83;786;2.586;5.229;770;770;3.136;327;1.009;269;2.753;145;776;23;8.329;25;226;980;2.381;364;455;1.572;143;320;206;1.224;76;345;12;10.333;58;560;1.606;2.848;406;315;1.564;184;689;63;1.529;69;431;11
1 de enero de 2020;11. Carabanchel;112. Opañel;26.515;107;1.184;3.871;8.067;1.263;1.122;4.252;480;1.281;372;3.454;161;880;21;11.862;36;412;1.541;3.721;621;634;2.056;198;422;279;1.481;79;374;8;14.653;71;772;2.330;4.346;642;488;2.196;282;859;93;1.973;82;506;13
1 de enero de 2020;11. Carabanchel;113. San Isidro;31.055;258;1.967;5.125;9.489;1.470;1.253;4.476;535;1.299;395;3.607;198;925;58;14.130;88;734;2.178;4.510;751;715;2.213;203;424;266;1.553;100;372;23;16.925;170;1.233;2.947;4.979;719;538;2.263;332;875;129;2.054;98;553;35
1 de enero de 2020;11. Carabanchel;114. Vista Alegre;37.297;152;1.923;6.065;12.306;1.806;1.522;5.853;600;1.641;429;3.910;169;851;70;16.524;47;651;2.380;5.577;880;910;2.830;229;503;336;1.686;93;366;36;20.773;105;1.272;3.685;6.729;926;612;3.023;371;1.138;93;2.224;76;485;34
1 de enero de 2020;11. Carabanchel;115. Puerta Bonita;27.014;248;1.828;4.516;9.040;1.406;1.182;3.867;441;974;206;2.576;168;540;22;12.329;78;643;1.888;4.316;694;680;1.994;185;325;152;1.055;79;230;10;14.685;170;1.185;2.628;4.724;712;502;1.873;256;649;54;1.521;89;310;12
1 de enero de 2020;11. Carabanchel;116. Buenavista;34.184;137;1.456;4.100;9.327;2.225;2.377;5.306;754;2.046;652;4.535;244;1.001;24;16.129;33;546;1.746;4.667;1.203;1.386;2.715;286;633;482;1.869;127;422;14;18.055;104;910;2.354;4.660;1.022;991;2.591;468;1.413;170;2.666;117;579;10
1 de enero de 2020;11. Carabanchel;117. Abrantes;23.717;139;1.244;3.793;7.925;1.199;1.045;3.526;415;986;312;2.433;126;506;68;10.788;42;416;1.586;3.736;615;590;1.724;165;337;236;1.039;62;210;30;12.929;97;828;2.207;4.189;584;455;1.802;250;649;76;1.394;64;296;38
1 de enero de 2020;12. Usera;12. Usera;106.599;1.007;7.260;19.273;36.627;5.728;4.224;14.219;1.657;3.717;1.064;9.024;596;2.143;60;48.869;287;2.695;8.311;17.635;2.884;2.339;6.944;651;1.199;783;3.833;296;974;38;57.730;720;4.565;10.962;18.992;2.844;1.885;7.275;1.006;2.518;281;5.191;300;1.169;22
1 de enero de 2020;12. Usera;121. Orcasitas;17.116;275;1.620;3.118;5.277;1.141;848;2.196;249;607;187;1.234;85;263;16;7.863;78;593;1.408;2.646;574;449;1.045;93;172;134;494;41;124;12;9.253;197;1.027;1.710;2.631;567;399;1.151;156;435;53;740;44;139;4
1 de enero de 2020;12. Usera;122. Orcasur;10.248;226;1.075;1.897;3.351;595;347;1.023;152;308;109;868;68;225;4;4.829;63;443;894;1.696;285;202;496;55;97;84;368;31;112;3;5.419;163;632;1.003;1.655;310;145;527;97;211;25;500;37;113;1
1 de enero de 2020;12. Usera;123. San Fermín;17.119;186;1.133;2.905;5.666;1.029;783;2.331;301;644;212;1.476;107;342;4;8.001;51;437;1.302;2.822;552;425;1.129;115;199;154;614;58;142;1;9.118;135;696;1.603;2.844;477;358;1.202;186;445;58;862;49;200;3
1 de enero de 2020;12. Usera;124. Almendrales;16.581;66;950;2.957;5.735;786;571;2.350;274;642;160;1.580;101;402;7;7.482;17;332;1.208;2.728;412;309;1.148;97;227;113;658;46;183;4;9.099;49;618;1.749;3.007;374;262;1.202;177;415;47;922;55;219;3
1 de enero de 2020;12. Usera;125. Moscardó;21.107;80;899;3.505;7.377;987;809;3.122;341;884;240;2.161;117;570;15;9.593;35;319;1.383;3.408;465;481;1.559;153;300;188;973;62;258;9;11.514;45;580;2.122;3.969;522;328;1.563;188;584;52;1.188;55;312;6
1 de enero de 2020;12. Usera;126. Zofío;10.872;60;709;2.014;3.892;595;433;1.505;153;327;73;870;48;189;4;4.948;12;258;879;1.835;304;228;739;58;101;54;371;23;83;3;5.924;48;451;1.135;2.057;291;205;766;95;226;19;499;25;106;1
1 de enero de 2020;12. Usera;127. Pradolongo;13.556;114;874;2.877;5.329;595;433;1.692;187;305;83;835;70;152;10;6.153;31;313;1.237;2.500;292;245;828;80;103;56;355;35;72;6;7.403;83;561;1.640;2.829;303;188;864;107;202;27;480;35;80;4
1 de enero de 2020;13. Puente de Vallecas;13. Puente de Vallecas;183.663;2.213;15.491;32.675;60.749;10.485;7.290;25.297;2.617;5.643;1.616;15.150;863;3.379;195;85.092;697;5.776;14.574;29.843;5.380;4.108;12.335;1.036;1.848;1.171;6.392;414;1.425;93;98.571;1.516;9.715;18.101;30.906;5.105;3.182;12.962;1.581;3.795;445;8.758;449;1.954;102
1 de enero de 2020;13. Puente de Vallecas;131. Entrevías;26.770;600;3.378;5.524;9.433;1.695;833;2.825;288;464;119;1.242;95;255;19;12.558;170;1.330;2.613;4.738;876;446;1.389;101;148;78;499;39;121;10;14.212;430;2.048;2.911;4.695;819;387;1.436;187;316;41;743;56;134;9
1 de enero de 2020;13. Puente de Vallecas;132. San Diego;32.940;234;2.159;5.493;12.117;1.580;1.127;4.839;579;905;276;2.801;183;630;17;15.399;78;809;2.449;5.936;796;611;2.377;240;326;201;1.210;91;264;11;17.541;156;1.350;3.044;6.181;784;516;2.462;339;579;75;1.591;92;366;6
1 de enero de 2020;13. Puente de Vallecas;133. Palomeras Bajas;30.790;246;1.933;4.743;9.235;1.965;1.525;4.864;452;1.323;340;3.239;135;747;43;14.138;100;708;2.063;4.477;982;895;2.356;173;408;247;1.330;64;314;21;16.652;146;1.225;2.680;4.758;983;630;2.508;279;915;93;1.909;71;433;22
1 de enero de 2020;13. Puente de Vallecas;134. Palomeras Sureste;33.160;466;3.248;5.683;10.516;2.066;1.439;4.390;462;1.043;336;2.711;158;610;32;15.524;141;1.207;2.601;5.231;1.111;809;2.138;187;340;241;1.166;80;254;18;17.636;325;2.041;3.082;5.285;955;630;2.252;275;703;95;1.545;78;356;14
1 de enero de 2020;13. Puente de Vallecas;135. Portazgo;22.411;366;2.194;4.647;7.335;1.248;805;2.794;263;596;170;1.547;94;306;46;10.142;113;764;1.993;3.596;623;452;1.350;106;190;125;649;38;127;16;12.269;253;1.430;2.654;3.739;625;353;1.444;157;406;45;898;56;179;30
1 de enero de 2020;13. Puente de Vallecas;136. Numancia;37.592;301;2.579;6.585;12.113;1.931;1.561;5.585;573;1.312;375;3.610;198;831;38;17.331;95;958;2.855;5.865;992;895;2.725;229;436;279;1.538;102;345;17;20.261;206;1.621;3.730;6.248;939;666;2.860;344;876;96;2.072;96;486;21
1 de enero de 2020;14. Moratalaz;14. Moratalaz;75.625;527;3.802;9.985;17.534;3.564;3.544;12.860;1.225;4.587;1.530;12.652;508;3.219;88;33.512;181;1.206;3.635;7.748;1.787;2.111;6.287;447;1.439;1.226;5.637;261;1.506;41;42.113;346;2.596;6.350;9.786;1.777;1.433;6.573;778;3.148;304;7.015;247;1.713;47
1 de enero de 2020;14. Moratalaz;141. Pavones;7.148;90;550;947;1.609;382;370;1.248;106;405;142;999;36;256;8;3.179;23;166;401;731;193;227;607;34;120;118;428;21;106;4;3.969;67;384;546;878;189;143;641;72;285;24;571;15;150;4
1 de enero de 2020;14. Moratalaz;142. Horcajo;4.375;33;132;345;722;231;257;700;83;358;131;1.080;31;272;0;2.012;12;51;144;342;118;148;347;31;109;101;457;20;132;0;2.363;21;81;201;380;113;109;353;52;249;30;623;11;140;0
1 de enero de 2020;14. Moratalaz;143. Marroquina;21.873;73;815;2.457;4.605;872;1.039;3.882;305;1.584;528;4.400;134;1.159;20;9.827;29;269;847;1.955;426;618;1.917;92;541;430;2.074;70;549;10;12.046;44;546;1.610;2.650;446;421;1.965;213;1.043;98;2.326;64;610;10
1 de enero de 2020;14. Moratalaz;144. Media Legua;14.384;153;728;1.925;3.279;602;614;2.367;218;870;286;2.525;95;694;28;6.400;58;247;701;1.448;290;375;1.146;95;272;226;1.135;54;338;15;7.984;95;481;1.224;1.831;312;239;1.221;123;598;60;1.390;41;356;13
1 de enero de 2020;14. Moratalaz;145. Fontarrón;13.884;102;833;2.179;3.908;770;621;2.281;275;611;186;1.633;107;359;19;6.134;30;257;810;1.793;408;369;1.137;103;170;147;687;47;166;10;7.750;72;576;1.369;2.115;362;252;1.144;172;441;39;946;60;193;9
1 de enero de 2020;14. Moratalaz;146. Vinateros;13.961;76;744;2.132;3.411;707;643;2.382;238;759;257;2.015;105;479;13;5.960;29;216;732;1.479;352;374;1.133;92;227;204;856;49;215;2;8.001;47;528;1.400;1.932;355;269;1.249;146;532;53;1.159;56;264;11
1 de enero de 2020;15. Ciudad Lineal;15. Ciudad Lineal;173.200;672;6.221;19.377;40.057;6.690;6.788;28.740;3.528;10.121;3.302;35.607;1.430;10.378;289;76.215;232;1.897;6.993;17.317;3.333;3.842;13.540;1.233;3.233;2.534;16.338;773;4.827;123;96.985;440;4.324;12.384;22.740;3.357;2.946;15.200;2.295;6.888;768;19.269;657;5.551;166
1 de enero de 2020;15. Ciudad Lineal;151. Ventas;39.304;173;1.703;5.564;10.799;1.840;1.720;6.617;785;1.955;601;5.687;302;1.483;75;17.142;54;497;2.054;4.813;935;941;3.214;284;632;438;2.481;147;623;29;22.162;119;1.206;3.510;5.986;905;779;3.403;501;1.323;163;3.206;155;860;46
1 de enero de 2020;15. Ciudad Lineal;152. Pueblo Nuevo;50.126;233;2.413;7.106;14.354;2.499;2.296;8.164;1.052;2.466;765;6.743;366;1.627;42;22.458;78;764;2.742;6.576;1.292;1.328;4.047;394;800;589;2.889;198;739;22;27.668;155;1.649;4.364;7.778;1.207;968;4.117;658;1.666;176;3.854;168;888;20
1 de enero de 2020;15. Ciudad Lineal;153. Quintana;20.334;78;689;2.324;5.219;823;795;3.532;434;1.212;366;3.546;179;1.101;36;8.697;27;195;766;2.219;403;442;1.656;158;389;291;1.545;97;494;15;11.637;51;494;1.558;3.000;420;353;1.876;276;823;75;2.001;82;607;21
1 de enero de 2020;15. Ciudad Lineal;154. La Concepción;16.978;44;404;1.599;3.615;569;696;3.022;355;1.133;374;3.802;152;1.166;47;7.270;15;116;516;1.446;257;406;1.419;121;353;282;1.712;81;526;20;9.708;29;288;1.083;2.169;312;290;1.603;234;780;92;2.090;71;640;27
1 de enero de 2020;15. Ciudad Lineal;155. San Pascual;14.474;64;541;1.464;2.641;460;550;2.403;270;971;348;3.611;115;1.015;21;6.296;24;181;517;1.103;224;320;1.080;100;275;270;1.671;54;469;8;8.178;40;360;947;1.538;236;230;1.323;170;696;78;1.940;61;546;13
1 de enero de 2020;15. Ciudad Lineal;156. San Juan Bautista;9.487;16;137;470;1.064;171;246;1.444;179;659;260;3.587;66;1.170;18;4.239;8;42;133;375;80;139;644;60;220;200;1.739;30;561;8;5.248;8;95;337;689;91;107;800;119;439;60;1.848;36;609;10
1 de enero de 2020;15. Ciudad Lineal;157. Colina;5.015;11;88;224;601;91;122;748;107;398;155;1.786;53;623;8;2.204;6;24;69;204;40;72;315;25;126;130;864;35;290;4;2.811;5;64;155;397;51;50;433;82;272;25;922;18;333;4
1 de enero de 2020;15. Ciudad Lineal;158. Atalaya;1.135;0;8;35;133;15;25;187;28;94;15;411;10;169;5;470;0;3;12;35;2;12;81;6;21;11;190;4;91;2;665;0;5;23;98;13;13;106;22;73;4;221;6;78;3
1 de enero de 2020;15. Ciudad Lineal;159. Costillares;16.347;53;238;591;1.631;222;338;2.623;318;1.233;418;6.434;187;2.024;37;7.439;20;75;184;546;100;182;1.084;85;417;323;3.247;127;1.034;15;8.908;33;163;407;1.085;122;156;1.539;233;816;95;3.187;60;990;22
1 de enero de 2020;16. Hortaleza;16. Hortaleza;142.766;490;4.646;13.079;25.462;5.185;5.978;22.416;3.193;9.206;3.626;37.136;1.340;10.902;107;65.882;168;1.577;4.973;11.493;2.619;3.531;11.072;1.114;3.105;2.788;17.522;771;5.100;49;76.884;322;3.069;8.106;13.969;2.566;2.447;11.344;2.079;6.101;838;19.614;569;5.802;58
1 de enero de 2020;16. Hortaleza;161. Palomas;4.640;7;30;126;416;53;102;791;113;331;131;1.869;67;598;6;2.173;5;15;42;143;25;56;366;28;104;101;935;38;315;0;2.467;2;15;84;273;28;46;425;85;227;30;934;29;283;6
1 de enero de 2020;16. Hortaleza;162. Piovera;10.402;11;120;312;966;160;250;1.573;176;726;270;4.271;107;1.450;10;4.836;6;44;103;341;63;125;713;46;254;204;2.147;59;725;6;5.566;5;76;209;625;97;125;860;130;472;66;2.124;48;725;4
1 de enero de 2020;16. Hortaleza;163. Canillas;32.756;108;1.356;4.254;6.812;1.422;1.508;5.512;529;1.904;723;6.542;233;1.818;35;14.828;30;440;1.559;3.127;728;919;2.759;187;636;574;2.939;119;791;20;17.928;78;916;2.695;3.685;694;589;2.753;342;1.268;149;3.603;114;1.027;15
1 de enero de 2020;16. Hortaleza;164. Pinar del Rey;42.500;181;2.132;5.979;10.857;2.069;1.921;6.859;819;2.121;779;6.694;285;1.775;29;19.074;45;710;2.317;4.995;1.050;1.133;3.364;290;688;604;2.918;152;798;10;23.426;136;1.422;3.662;5.862;1.019;788;3.495;529;1.433;175;3.776;133;977;19
1 de enero de 2020;16. Hortaleza;165. Apóstol Santiago;12.102;86;539;1.187;2.703;515;601;2.274;255;673;253;2.259;110;630;17;5.668;31;195;440;1.215;250;371;1.162;83;238;192;1.090;72;320;9;6.434;55;344;747;1.488;265;230;1.112;172;435;61;1.169;38;310;8
1 de enero de 2020;16. Hortaleza;166. Valdefuentes;40.366;97;469;1.221;3.708;966;1.596;5.407;1.301;3.451;1.470;15.501;538;4.631;10;19.303;51;173;512;1.672;503;927;2.708;480;1.185;1.113;7.493;331;2.151;4;21.063;46;296;709;2.036;463;669;2.699;821;2.266;357;8.008;207;2.480;6
1 de enero de 2020;17. Villaverde;17. Villaverde;113.909;1.073;8.529;18.915;37.915;7.074;5.327;16.347;1.602;4.023;1.179;9.374;562;1.869;120;53.023;341;3.270;8.282;18.465;3.843;3.139;7.994;579;1.235;867;3.914;257;787;50;60.886;732;5.259;10.633;19.450;3.231;2.188;8.353;1.023;2.788;312;5.460;305;1.082;70
1 de enero de 2020;17. Villaverde;171. Villaverde Alto - Casco Histórico de Villaverde;34.705;430;3.141;6.066;11.819;2.172;1.539;4.647;447;1.030;253;2.482;155;480;44;16.187;131;1.204;2.739;5.785;1.160;916;2.303;148;340;188;980;76;200;17;18.518;299;1.937;3.327;6.034;1.012;623;2.344;299;690;65;1.502;79;280;27
1 de enero de 2020;17. Villaverde;172. San Cristóbal;11.737;156;1.063;2.242;5.049;492;283;1.428;127;187;39;538;37;86;10;5.539;52;412;1.069;2.427;292;163;698;43;66;26;234;16;36;5;6.198;104;651;1.173;2.622;200;120;730;84;121;13;304;21;50;5
1 de enero de 2020;17. Villaverde;173. Butarque;13.542;70;617;1.359;4.082;1.033;921;2.199;328;710;248;1.555;121;293;6;6.367;27;259;624;2.073;544;508;1.034;122;202;173;633;49;117;2;7.175;43;358;735;2.009;489;413;1.165;206;508;75;922;72;176;4
1 de enero de 2020;17. Villaverde;174. Los Rosales;28.253;239;2.018;4.518;9.124;1.846;1.378;4.236;370;1.066;337;2.451;139;505;26;13.272;79;794;1.992;4.493;1.002;817;2.047;141;318;246;1.044;69;219;11;14.981;160;1.224;2.526;4.631;844;561;2.189;229;748;91;1.407;70;286;15
1 de enero de 2020;17. Villaverde;175. Ángeles;25.672;178;1.690;4.730;7.841;1.531;1.206;3.837;330;1.030;302;2.348;110;505;34;11.658;52;601;1.858;3.687;845;735;1.912;125;309;234;1.023;47;215;15;14.014;126;1.089;2.872;4.154;686;471;1.925;205;721;68;1.325;63;290;19
1 de enero de 2020;18. Villa de Vallecas;18. Villa de Vallecas;83.354;772;4.423;9.377;22.037;5.351;4.953;12.774;1.781;4.802;1.705;11.532;898;2.926;23;39.450;284;1.773;4.187;10.887;2.843;2.965;6.457;687;1.529;1.268;4.898;462;1.196;14;43.904;488;2.650;5.190;11.150;2.508;1.988;6.317;1.094;3.273;437;6.634;436;1.730;9
1 de enero de 2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;29.918;505;2.830;5.390;10.009;2.026;1.382;3.730;453;862;241;1.885;177;417;11;14.040;194;1.185;2.489;4.960;1.065;826;1.761;162;252;170;714;86;167;9;15.878;311;1.645;2.901;5.049;961;556;1.969;291;610;71;1.171;91;250;2
1 de enero de 2020;18. Villa de Vallecas;182. Santa Eugenia;19.521;158;961;2.189;5.185;1.116;1.058;3.623;289;1.167;410;2.538;147;668;12;9.123;51;359;906;2.411;548;671;1.839;100;383;340;1.144;83;283;5;10.398;107;602;1.283;2.774;568;387;1.784;189;784;70;1.394;64;385;7
1 de enero de 2020;18. Villa de Vallecas;183. Ensanche de Vallecas;33.915;109;632;1.798;6.843;2.209;2.513;5.421;1.039;2.773;1.054;7.109;574;1.841;0;16.287;39;229;792;3.516;1.230;1.468;2.857;425;894;758;3.040;293;746;0;17.628;70;403;1.006;3.327;979;1.045;2.564;614;1.879;296;4.069;281;1.095;0
1 de enero de 2020;19. Vicálvaro;19. Vicálvaro;53.144;432;3.181;6.975;14.090;3.379;3.207;7.820;911;2.963;994;7.243;372;1.573;4;25.188;149;1.218;3.160;7.171;1.806;1.801;3.926;363;938;744;3.041;197;672;2;27.956;283;1.963;3.815;6.919;1.573;1.406;3.894;548;2.025;250;4.202;175;901;2
1 de enero de 2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;27.110;331;2.536;5.217;9.085;1.673;1.163;3.224;335;802;211;1.975;164;391;3;12.830;113;981;2.381;4.606;887;643;1.601;137;254;150;806;94;176;1;14.280;218;1.555;2.836;4.479;786;520;1.623;198;548;61;1.169;70;215;2
1 de enero de 2020;19. Vicálvaro;192. Valdebernardo;12.646;88;473;1.132;2.651;798;829;2.306;176;925;299;2.375;66;527;1;5.862;34;172;487;1.271;409;459;1.157;60;276;238;1.033;36;229;1;6.784;54;301;645;1.380;389;370;1.149;116;649;61;1.342;30;298;0
1 de enero de 2020;19. Vicálvaro;193. Valderrivas;11.677;10;164;548;1.948;762;1.014;2.031;361;1.121;438;2.589;130;561;0;5.606;2;61;249;1.059;421;591;1.021;146;371;318;1.081;58;228;0;6.071;8;103;299;889;341;423;1.010;215;750;120;1.508;72;333;0
1 de enero de 2020;19. Vicálvaro;194. El Cañaveral;1.711;3;8;78;406;146;201;259;39;115;46;304;12;94;0;890;0;4;43;235;89;108;147;20;37;38;121;9;39;0;821;3;4;35;171;57;93;112;19;78;8;183;3;55;0
1 de enero de 2020;20. San Blas-Canillejas;20. San Blas-Canillejas;120.899;885;5.806;15.629;31.203;6.231;6.105;18.709;2.371;6.294;2.299;19.479;929;4.841;118;55.695;248;1.888;6.410;15.095;3.179;3.430;9.407;866;1.994;1.742;8.705;485;2.188;58;65.204;637;3.918;9.219;16.108;3.052;2.675;9.302;1.505;4.300;557;10.774;444;2.653;60
1 de enero de 2020;20. San Blas-Canillejas;201. Simancas;21.740;144;1.068;2.801;6.098;1.052;969;3.206;515;988;402;3.420;180;882;15;9.999;55;346;1.176;2.905;537;537;1.613;188;337;293;1.522;99;381;10;11.741;89;722;1.625;3.193;515;432;1.593;327;651;109;1.898;81;501;5
1 de enero de 2020;20. San Blas-Canillejas;202. Hellín;7.344;84;598;1.434;2.434;461;289;994;121;176;52;520;33;133;15;3.265;22;164;576;1.239;226;155;481;38;38;43;204;14;59;6;4.079;62;434;858;1.195;235;134;513;83;138;9;316;19;74;9
1 de enero de 2020;20. San Blas-Canillejas;203. Amposta;6.727;103;513;1.341;2.496;366;220;852;78;180;48;416;28;77;9;3.005;27;179;537;1.201;171;117;427;25;56;37;175;11;37;5;3.722;76;334;804;1.295;195;103;425;53;124;11;241;17;40;4
1 de enero de 2020;20. San Blas-Canillejas;204. Arcos;18.381;266;1.374;2.953;5.424;1.112;947;2.550;296;729;235;1.931;121;421;22;8.415;58;443;1.293;2.746;570;518;1.244;102;215;166;806;63;180;11;9.966;208;931;1.660;2.678;542;429;1.306;194;514;69;1.125;58;241;11
