;;;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
;;;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta;Total;No sabe leer ni escribir;Sin estudios;Enseñanza primaria incompleta;Bachiller elemental, Graduado escolar, E.S.O.;Formación profesional 1er grado;Formación profesional 2º grado;Bachiller superior, B.U.P.;Otros titulados medios;Diplomado Escuela universitaria;Arquitecto o Ingeniero técnico;Licenciado universitario, Arquitecto o Ingeniero;Titulado estudios superiores no universitarios;Doctorado o Estudios postgraduados;Desconocido y No consta
1 de enero de 2022;09. Moncloa-Aravaca;095. Valdemarín;4.397;2;38;133;352;24;38;476;88;260;74;2.107;59;744;2;1.951;0;5;29;85;12;17;177;20;75;57;1.051;32;390;1;2.446;2;33;104;267;12;21;299;68;185;17;1.056;27;354;1
1 de enero de 2022;09. Moncloa-Aravaca;096. El Plantío;2.082;8;20;76;200;24;28;310;54;132;36;852;30;311;1;939;0;2;26;62;10;9;119;15;42;27;439;20;168;0;1.143;8;18;50;138;14;19;191;39;90;9;413;10;143;1
1 de enero de 2022;09. Moncloa-Aravaca;097. Aravaca;18.701;42;267;853;1.942;307;416;2.635;362;1.228;410;7.515;191;2.494;39;8.425;17;91;293;664;130;220;1.175;108;385;306;3.630;103;1.283;20;10.276;25;176;560;1.278;177;196;1.460;254;843;104;3.885;88;1.211;19
1 de enero de 2022;10. Latina;10. Latina;188.643;823;8.797;27.334;51.660;9.757;9.155;30.686;3.134;9.648;2.843;25.771;1.291;7.507;237;85.264;258;2.883;10.507;23.817;4.977;5.371;15.425;1.201;3.150;2.178;11.311;711;3.372;103;103.379;565;5.914;16.827;27.843;4.780;3.784;15.261;1.933;6.498;665;14.460;580;4.135;134
1 de enero de 2022;10. Latina;101. Los Cármenes;13.306;125;728;1.880;3.643;723;610;2.127;230;609;169;1.801;105;534;22;6.175;37;282;802;1.777;359;353;1.021;88;200;120;820;62;246;8;7.131;88;446;1.078;1.866;364;257;1.106;142;409;49;981;43;288;14
1 de enero de 2022;10. Latina;102. Puerta del Ángel;33.246;124;1.400;4.218;8.800;1.446;1.414;5.551;601;1.642;463;5.463;271;1.812;41;14.991;37;434;1.668;4.030;731;796;2.694;230;576;354;2.435;153;830;23;18.255;87;966;2.550;4.770;715;618;2.857;371;1.066;109;3.028;118;982;18
1 de enero de 2022;10. Latina;103. Lucero;28.271;122;1.414;3.912;7.812;1.321;1.273;4.737;453;1.400;414;4.042;200;1.153;18;12.862;43;492;1.584;3.612;669;735;2.366;183;451;326;1.790;102;505;4;15.409;79;922;2.328;4.200;652;538;2.371;270;949;88;2.252;98;648;14
1 de enero de 2022;10. Latina;104. Aluche;53.472;160;2.299;8.261;15.055;2.653;2.539;8.744;806;2.899;877;6.840;305;1.940;94;23.842;50;724;3.109;6.709;1.390;1.498;4.401;296;926;697;3.005;157;840;40;29.630;110;1.575;5.152;8.346;1.263;1.041;4.343;510;1.973;180;3.835;148;1.100;54
1 de enero de 2022;10. Latina;105. Campamento;15.328;47;620;2.080;4.254;761;737;2.578;276;802;257;2.133;125;642;16;6.943;17;187;681;1.916;394;446;1.339;114;278;190;975;78;321;7;8.385;30;433;1.399;2.338;367;291;1.239;162;524;67;1.158;47;321;9
1 de enero de 2022;10. Latina;106. Cuatro Vientos;4.143;17;74;272;908;219;271;719;118;366;106;823;41;209;0;2.024;8;31;134;489;109;156;377;47;113;83;368;22;87;0;2.119;9;43;138;419;110;115;342;71;253;23;455;19;122;0
1 de enero de 2022;10. Latina;107. Águilas;40.877;228;2.262;6.711;11.188;2.634;2.311;6.230;650;1.930;557;4.669;244;1.217;46;18.427;66;733;2.529;5.284;1.325;1.387;3.227;243;606;408;1.918;137;543;21;22.450;162;1.529;4.182;5.904;1.309;924;3.003;407;1.324;149;2.751;107;674;25
1 de enero de 2022;11. Carabanchel;11. Carabanchel;196.586;1.051;9.072;27.649;61.157;10.251;9.557;30.888;3.608;8.983;2.522;23.949;1.274;6.382;243;89.495;360;3.165;11.330;28.894;5.189;5.506;15.223;1.467;2.896;1.877;10.120;654;2.703;111;107.091;691;5.907;16.319;32.263;5.062;4.051;15.665;2.141;6.087;645;13.829;620;3.679;132
1 de enero de 2022;11. Carabanchel;111. Comillas;18.155;73;639;2.294;4.974;793;819;3.096;323;970;243;2.872;160;884;15;8.152;23;182;868;2.285;378;478;1.566;139;300;182;1.255;88;401;7;10.003;50;457;1.426;2.689;415;341;1.530;184;670;61;1.617;72;483;8
1 de enero de 2022;11. Carabanchel;112. Opañel;26.568;100;1.020;3.551;8.045;1.269;1.180;4.427;482;1.275;364;3.612;158;1.067;18;11.901;39;364;1.424;3.701;618;666;2.145;208;414;272;1.516;80;447;7;14.667;61;656;2.127;4.344;651;514;2.282;274;861;92;2.096;78;620;11
1 de enero de 2022;11. Carabanchel;113. San Isidro;30.851;235;1.762;4.761;9.440;1.458;1.300;4.544;550;1.226;379;3.805;217;1.119;55;14.126;88;654;2.015;4.505;741;738;2.253;223;405;262;1.658;111;453;20;16.725;147;1.108;2.746;4.935;717;562;2.291;327;821;117;2.147;106;666;35
1 de enero de 2022;11. Carabanchel;114. Vista Alegre;36.700;152;1.668;5.559;12.310;1.821;1.538;5.890;620;1.587;404;3.938;179;974;60;16.296;55;561;2.189;5.600;892;913;2.797;242;485;315;1.702;98;416;31;20.404;97;1.107;3.370;6.710;929;625;3.093;378;1.102;89;2.236;81;558;29
1 de enero de 2022;11. Carabanchel;115. Puerta Bonita;26.838;234;1.610;4.196;9.178;1.417;1.232;3.979;465;946;207;2.552;176;628;18;12.275;78;565;1.752;4.419;701;696;2.002;201;326;154;1.022;89;262;8;14.563;156;1.045;2.444;4.759;716;536;1.977;264;620;53;1.530;87;366;10
1 de enero de 2022;11. Carabanchel;116. Buenavista;34.328;129;1.282;3.835;9.379;2.299;2.424;5.432;745;2.020;638;4.739;246;1.137;23;16.233;38;481;1.638;4.688;1.234;1.421;2.763;282;641;476;1.943;125;489;14;18.095;91;801;2.197;4.691;1.065;1.003;2.669;463;1.379;162;2.796;121;648;9
1 de enero de 2022;11. Carabanchel;117. Abrantes;23.146;128;1.091;3.453;7.831;1.194;1.064;3.520;423;959;287;2.431;138;573;54;10.512;39;358;1.444;3.696;625;594;1.697;172;325;216;1.024;63;235;24;12.634;89;733;2.009;4.135;569;470;1.823;251;634;71;1.407;75;338;30
1 de enero de 2022;12. Usera;12. Usera;105.821;925;6.355;17.846;36.466;5.759;4.365;14.783;1.719;3.611;1.016;9.712;615;2.594;55;48.685;283;2.348;7.670;17.618;2.867;2.394;7.206;685;1.165;738;4.188;316;1.172;35;57.136;642;4.007;10.176;18.848;2.892;1.971;7.577;1.034;2.446;278;5.524;299;1.422;20
1 de enero de 2022;12. Usera;121. Orcasitas;17.021;248;1.411;2.906;5.313;1.187;871;2.283;252;596;175;1.358;81;324;16;7.790;75;503;1.293;2.659;597;443;1.068;92;171;122;562;41;152;12;9.231;173;908;1.613;2.654;590;428;1.215;160;425;53;796;40;172;4
1 de enero de 2022;12. Usera;122. Orcasur;10.379;198;964;1.794;3.440;608;375;1.145;169;301;108;952;67;254;4;4.930;58;399;840;1.737;296;213;561;63;96;84;427;31;122;3;5.449;140;565;954;1.703;312;162;584;106;205;24;525;36;132;1
1 de enero de 2022;12. Usera;123. San Fermín;17.000;180;1.025;2.741;5.660;1.023;825;2.414;306;607;191;1.533;112;379;4;7.932;55;391;1.204;2.813;553;440;1.170;115;192;135;642;62;159;1;9.068;125;634;1.537;2.847;470;385;1.244;191;415;56;891;50;220;3
1 de enero de 2022;12. Usera;124. Almendrales;16.894;64;826;2.743;5.738;803;589;2.423;295;660;171;1.888;117;571;6;7.650;22;277;1.115;2.720;415;327;1.195;106;225;122;810;61;251;4;9.244;42;549;1.628;3.018;388;262;1.228;189;435;49;1.078;56;320;2
1 de enero de 2022;12. Usera;125. Moscardó;20.475;68;776;3.135;7.139;978;813;3.141;347;821;230;2.227;131;654;15;9.363;29;279;1.262;3.312;458;478;1.559;164;268;174;1.000;70;301;9;11.112;39;497;1.873;3.827;520;335;1.582;183;553;56;1.227;61;353;6
1 de enero de 2022;12. Usera;126. Zofío;10.686;60;585;1.838;3.869;585;458;1.592;150;320;64;905;45;212;3;4.862;16;213;789;1.818;287;244;776;59;105;48;390;23;92;2;5.824;44;372;1.049;2.051;298;214;816;91;215;16;515;22;120;1
1 de enero de 2022;12. Usera;127. Pradolongo;13.366;107;768;2.689;5.307;575;434;1.785;200;306;77;849;62;200;7;6.158;28;286;1.167;2.559;261;249;877;86;108;53;357;28;95;4;7.208;79;482;1.522;2.748;314;185;908;114;198;24;492;34;105;3
1 de enero de 2022;13. Puente de Vallecas;13. Puente de Vallecas;180.868;2.091;13.483;30.257;60.854;10.454;7.529;25.965;2.684;5.427;1.491;15.671;883;3.907;172;83.696;737;5.014;13.393;29.742;5.321;4.211;12.596;1.027;1.774;1.091;6.588;436;1.684;82;97.172;1.354;8.469;16.864;31.112;5.133;3.318;13.369;1.657;3.653;400;9.083;447;2.223;90
1 de enero de 2022;13. Puente de Vallecas;131. Entrevías;26.179;544;2.886;5.141;9.432;1.698;891;2.990;323;460;111;1.311;100;277;15;12.216;162;1.141;2.393;4.719;861;482;1.429;109;144;75;518;45;130;8;13.963;382;1.745;2.748;4.713;837;409;1.561;214;316;36;793;55;147;7
1 de enero de 2022;13. Puente de Vallecas;132. San Diego;32.369;228;1.847;5.087;12.142;1.574;1.142;4.947;555;856;242;2.833;174;730;12;15.138;84;696;2.278;5.890;784;620;2.445;213;308;184;1.218;90;320;8;17.231;144;1.151;2.809;6.252;790;522;2.502;342;548;58;1.615;84;410;4
1 de enero de 2022;13. Puente de Vallecas;133. Palomeras Bajas;30.511;237;1.732;4.385;9.250;1.962;1.527;4.989;454;1.264;306;3.337;143;884;41;13.940;101;629;1.901;4.448;990;896;2.379;170;391;219;1.370;62;365;19;16.571;136;1.103;2.484;4.802;972;631;2.610;284;873;87;1.967;81;519;22
1 de enero de 2022;13. Puente de Vallecas;134. Palomeras Sureste;32.945;444;2.844;5.250;10.633;2.074;1.514;4.573;478;1.013;328;2.891;161;713;29;15.360;160;1.031;2.354;5.291;1.081;841;2.236;190;325;236;1.209;81;308;17;17.585;284;1.813;2.896;5.342;993;673;2.337;288;688;92;1.682;80;405;12
1 de enero de 2022;13. Puente de Vallecas;135. Portazgo;21.867;346;1.913;4.266;7.245;1.252;852;2.813;279;597;167;1.651;94;353;39;9.953;122;676;1.839;3.520;623;480;1.372;112;177;125;712;41;140;14;11.914;224;1.237;2.427;3.725;629;372;1.441;167;420;42;939;53;213;25
1 de enero de 2022;13. Puente de Vallecas;136. Numancia;36.997;292;2.261;6.128;12.152;1.894;1.603;5.653;595;1.237;337;3.648;211;950;36;17.089;108;841;2.628;5.874;982;892;2.735;233;429;252;1.561;117;421;16;19.908;184;1.420;3.500;6.278;912;711;2.918;362;808;85;2.087;94;529;20
1 de enero de 2022;14. Moratalaz;14. Moratalaz;73.787;499;3.301;8.999;17.145;3.499;3.609;12.682;1.203;4.317;1.485;12.907;509;3.555;77;32.679;185;1.038;3.215;7.564;1.767;2.134;6.183;424;1.341;1.173;5.708;267;1.644;36;41.108;314;2.263;5.784;9.581;1.732;1.475;6.499;779;2.976;312;7.199;242;1.911;41
1 de enero de 2022;14. Moratalaz;141. Pavones;6.901;78;480;867;1.565;373;371;1.208;109;375;136;1.017;43;271;8;3.052;21;145;351;718;189;226;581;39;111;112;430;23;102;4;3.849;57;335;516;847;184;145;627;70;264;24;587;20;169;4
1 de enero de 2022;14. Moratalaz;142. Horcajo;4.417;37;121;317;723;230;261;676;87;341;130;1.166;37;291;0;2.053;18;46;137;340;115;149;336;32;103;101;503;27;146;0;2.364;19;75;180;383;115;112;340;55;238;29;663;10;145;0
1 de enero de 2022;14. Moratalaz;143. Marroquina;21.330;75;713;2.203;4.494;848;1.024;3.793;286;1.487;518;4.445;133;1.291;20;9.537;34;238;747;1.894;420;603;1.856;83;501;414;2.047;72;618;10;11.793;41;475;1.456;2.600;428;421;1.937;203;986;104;2.398;61;673;10
1 de enero de 2022;14. Moratalaz;144. Media Legua;13.973;156;650;1.731;3.178;586;630;2.334;220;816;281;2.533;83;751;24;6.156;59;220;617;1.382;280;373;1.117;86;254;216;1.145;45;349;13;7.817;97;430;1.114;1.796;306;257;1.217;134;562;65;1.388;38;402;11
1 de enero de 2022;14. Moratalaz;145. Fontarrón;13.553;86;709;1.950;3.830;757;643;2.324;261;592;182;1.691;106;407;15;6.006;27;212;708;1.756;409;388;1.154;97;160;143;715;50;180;7;7.547;59;497;1.242;2.074;348;255;1.170;164;432;39;976;56;227;8
1 de enero de 2022;14. Moratalaz;146. Vinateros;13.613;67;628;1.931;3.355;705;680;2.347;240;706;238;2.055;107;544;10;5.875;26;177;655;1.474;354;395;1.139;87;212;187;868;50;249;2;7.738;41;451;1.276;1.881;351;285;1.208;153;494;51;1.187;57;295;8
1 de enero de 2022;15. Ciudad Lineal;15. Ciudad Lineal;169.727;637;5.345;17.323;39.006;6.593;6.831;28.538;3.540;9.698;3.085;36.024;1.473;11.386;248;74.854;230;1.615;6.189;16.908;3.333;3.800;13.405;1.267;3.117;2.349;16.447;798;5.291;105;94.873;407;3.730;11.134;22.098;3.260;3.031;15.133;2.273;6.581;736;19.577;675;6.095;143
1 de enero de 2022;15. Ciudad Lineal;151. Ventas;38.708;162;1.478;4.940;10.725;1.885;1.770;6.554;808;1.889;558;5.872;325;1.681;61;16.906;55;437;1.804;4.770;974;956;3.176;307;627;402;2.516;159;699;24;21.802;107;1.041;3.136;5.955;911;814;3.378;501;1.262;156;3.356;166;982;37
1 de enero de 2022;15. Ciudad Lineal;152. Pueblo Nuevo;49.191;224;2.094;6.523;14.026;2.424;2.314;8.272;1.063;2.382;727;6.862;380;1.863;37;22.028;78;643;2.474;6.435;1.270;1.308;4.074;405;773;560;2.926;201;861;20;27.163;146;1.451;4.049;7.591;1.154;1.006;4.198;658;1.609;167;3.936;179;1.002;17
1 de enero de 2022;15. Ciudad Lineal;153. Quintana;19.702;71;563;2.015;4.974;798;795;3.509;413;1.122;339;3.676;185;1.214;28;8.501;26;163;662;2.122;398;437;1.619;158;363;262;1.632;100;550;9;11.201;45;400;1.353;2.852;400;358;1.890;255;759;77;2.044;85;664;19
1 de enero de 2022;15. Ciudad Lineal;154. La Concepción;16.520;43;350;1.409;3.439;549;727;2.943;363;1.065;350;3.796;159;1.288;39;7.121;14;99;450;1.402;243;412;1.397;122;327;259;1.705;85;588;18;9.399;29;251;959;2.037;306;315;1.546;241;738;91;2.091;74;700;21
1 de enero de 2022;15. Ciudad Lineal;155. San Pascual;14.129;63;452;1.318;2.584;443;534;2.406;275;941;332;3.567;108;1.089;17;6.162;26;144;463;1.070;216;303;1.100;107;287;258;1.626;54;501;7;7.967;37;308;855;1.514;227;231;1.306;168;654;74;1.941;54;588;10
1 de enero de 2022;15. Ciudad Lineal;156. San Juan Bautista;9.294;17;115;384;996;158;246;1.403;175;643;242;3.561;71;1.267;16;4.194;8;39;104;351;75;143;613;54;216;189;1.759;33;604;6;5.100;9;76;280;645;83;103;790;121;427;53;1.802;38;663;10
1 de enero de 2022;15. Ciudad Lineal;157. Colina;4.895;7;77;190;574;85;113;735;110;372;134;1.774;50;666;8;2.153;5;20;60;209;41;64;309;28;112;111;839;36;315;4;2.742;2;57;130;365;44;49;426;82;260;23;935;14;351;4
1 de enero de 2022;15. Ciudad Lineal;158. Atalaya;1.190;0;5;30;123;16;22;191;29;92;18;470;8;181;5;501;0;2;8;37;4;12;85;6;16;11;220;2;96;2;689;0;3;22;86;12;10;106;23;76;7;250;6;85;3
1 de enero de 2022;15. Ciudad Lineal;159. Costillares;16.098;50;211;514;1.565;235;310;2.525;304;1.192;385;6.446;187;2.137;37;7.288;18;68;164;512;112;165;1.032;80;396;297;3.224;128;1.077;15;8.810;32;143;350;1.053;123;145;1.493;224;796;88;3.222;59;1.060;22
1 de enero de 2022;16. Hortaleza;16. Hortaleza;143.821;466;4.011;11.943;24.768;5.177;6.070;22.517;3.148;9.073;3.535;39.048;1.429;12.544;92;66.297;177;1.355;4.446;11.125;2.601;3.561;11.139;1.125;3.007;2.725;18.330;808;5.858;40;77.524;289;2.656;7.497;13.643;2.576;2.509;11.378;2.023;6.066;810;20.718;621;6.686;52
1 de enero de 2022;16. Hortaleza;161. Palomas;4.741;11;25;118;407;46;99;768;104;342;128;1.968;63;656;6;2.239;8;12;41;141;22;54;359;28;109;97;998;37;333;0;2.502;3;13;77;266;24;45;409;76;233;31;970;26;323;6
1 de enero de 2022;16. Hortaleza;162. Piovera;10.516;19;113;305;911;157;247;1.534;168;702;252;4.382;111;1.606;9;4.884;10;45;98;307;62;126;693;41;243;194;2.178;57;825;5;5.632;9;68;207;604;95;121;841;127;459;58;2.204;54;781;4
1 de enero de 2022;16. Hortaleza;163. Canillas;31.993;96;1.172;3.908;6.505;1.397;1.489;5.451;531;1.815;690;6.620;237;2.054;28;14.395;31;368;1.400;2.935;721;894;2.724;197;595;545;2.960;123;887;15;17.598;65;804;2.508;3.570;676;595;2.727;334;1.220;145;3.660;114;1.167;13
1 de enero de 2022;16. Hortaleza;164. Pinar del Rey;41.534;170;1.834;5.409;10.522;2.040;1.946;6.833;786;2.056;739;6.860;307;2.007;25;18.520;50;601;2.051;4.841;1.014;1.132;3.314;275;651;572;2.990;154;867;8;23.014;120;1.233;3.358;5.681;1.026;814;3.519;511;1.405;167;3.870;153;1.140;17
1 de enero de 2022;16. Hortaleza;165. Apóstol Santiago;11.951;81;471;1.050;2.639;530;621;2.270;244;642;230;2.333;111;713;16;5.630;28;171;376;1.194;256;383;1.172;87;224;177;1.122;73;359;8;6.321;53;300;674;1.445;274;238;1.098;157;418;53;1.211;38;354;8
1 de enero de 2022;16. Hortaleza;166. Valdefuentes;43.086;89;396;1.153;3.784;1.007;1.668;5.661;1.315;3.516;1.496;16.885;600;5.508;8;20.629;50;158;480;1.707;526;972;2.877;497;1.185;1.140;8.082;364;2.587;4;22.457;39;238;673;2.077;481;696;2.784;818;2.331;356;8.803;236;2.921;4
1 de enero de 2022;17. Villaverde;17. Villaverde;114.208;1.051;7.495;17.711;38.130;7.153;5.580;17.199;1.672;4.057;1.134;10.064;574;2.283;105;53.346;387;2.845;7.685;18.705;3.827;3.270;8.395;637;1.259;839;4.224;260;973;40;60.862;664;4.650;10.026;19.425;3.326;2.310;8.804;1.035;2.798;295;5.840;314;1.310;65
1 de enero de 2022;17. Villaverde;171. Villaverde Alto - Casco Histórico de Villaverde;34.378;428;2.727;5.704;11.927;2.157;1.566;4.828;456;1.005;235;2.613;147;550;35;16.057;157;1.044;2.560;5.890;1.114;926;2.363;162;333;176;1.033;67;222;10;18.321;271;1.683;3.144;6.037;1.043;640;2.465;294;672;59;1.580;80;328;25
1 de enero de 2022;17. Villaverde;172. San Cristóbal;11.641;148;932;2.134;5.031;496;292;1.553;141;180;40;555;39;92;8;5.651;56;370;1.019;2.500;302;169;784;61;66;29;232;21;38;4;5.990;92;562;1.115;2.531;194;123;769;80;114;11;323;18;54;4
1 de enero de 2022;17. Villaverde;173. Butarque;14.138;73;570;1.318;4.204;1.075;1.010;2.298;330;743;241;1.726;135;409;6;6.660;34;236;601;2.144;567;561;1.079;127;211;170;700;58;170;2;7.478;39;334;717;2.060;508;449;1.219;203;532;71;1.026;77;239;4
1 de enero de 2022;17. Villaverde;174. Los Rosales;27.985;230;1.794;4.222;9.083;1.851;1.395;4.404;391;1.057;314;2.505;132;582;25;13.123;85;688;1.844;4.451;999;821;2.129;144;322;228;1.077;60;265;10;14.862;145;1.106;2.378;4.632;852;574;2.275;247;735;86;1.428;72;317;15
1 de enero de 2022;17. Villaverde;175. Ángeles;26.066;172;1.472;4.333;7.885;1.574;1.317;4.116;354;1.072;304;2.665;121;650;31;11.855;55;507;1.661;3.720;845;793;2.040;143;327;236;1.182;54;278;14;14.211;117;965;2.672;4.165;729;524;2.076;211;745;68;1.483;67;372;17
1 de enero de 2022;18. Villa de Vallecas;18. Villa de Vallecas;83.883;743;3.928;8.727;22.173;5.379;5.115;13.141;1.809;4.676;1.645;12.320;867;3.343;17;39.606;303;1.543;3.876;10.943;2.841;3.055;6.627;696;1.478;1.216;5.188;448;1.383;9;44.277;440;2.385;4.851;11.230;2.538;2.060;6.514;1.113;3.198;429;7.132;419;1.960;8
1 de enero de 2022;18. Villa de Vallecas;181. Casco Histórico de Vallecas;29.183;482;2.472;4.913;9.975;2.028;1.393;3.801;463;801;217;2.002;171;456;9;13.618;205;1.013;2.236;4.903;1.064;811;1.785;159;237;155;775;74;194;7;15.565;277;1.459;2.677;5.072;964;582;2.016;304;564;62;1.227;97;262;2
1 de enero de 2022;18. Villa de Vallecas;182. Santa Eugenia;19.222;150;848;2.020;5.089;1.087;1.104;3.583;288;1.134;390;2.620;139;762;8;8.973;54;306;837;2.355;533;710;1.819;100;364;327;1.161;80;325;2;10.249;96;542;1.183;2.734;554;394;1.764;188;770;63;1.459;59;437;6
1 de enero de 2022;18. Villa de Vallecas;183. Ensanche de Vallecas;35.478;111;608;1.794;7.109;2.264;2.618;5.757;1.058;2.741;1.038;7.698;557;2.125;0;17.015;44;224;803;3.685;1.244;1.534;3.023;437;877;734;3.252;294;864;0;18.463;67;384;991;3.424;1.020;1.084;2.734;621;1.864;304;4.446;263;1.261;0
1 de enero de 2022;19. Vicálvaro;19. Vicálvaro;57.492;406;2.834;6.604;14.864;3.682;3.708;8.669;1.120;3.141;1.081;8.723;430;2.227;3;27.297;153;1.068;2.985;7.614;1.943;2.109;4.378;462;968;805;3.659;214;937;2;30.195;253;1.766;3.619;7.250;1.739;1.599;4.291;658;2.173;276;5.064;216;1.290;1
1 de enero de 2022;19. Vicálvaro;191. Casco Histórico de Vicálvaro;26.725;302;2.216;4.860;9.055;1.677;1.184;3.331;397;759;203;2.107;148;484;2;12.626;115;844;2.197;4.589;875;653;1.658;169;236;144;852;75;218;1;14.099;187;1.372;2.663;4.466;802;531;1.673;228;523;59;1.255;73;266;1
1 de enero de 2022;19. Vicálvaro;192. Valdebernardo;12.696;88;439;1.092;2.653;793;832;2.319;176;888;295;2.462;73;585;1;5.910;35;157;482;1.279;403;463;1.179;61;256;229;1.067;39;259;1;6.786;53;282;610;1.374;390;369;1.140;115;632;66;1.395;34;326;0
1 de enero de 2022;19. Vicálvaro;193. Valderrivas;11.636;11;149;530;1.978;761;1.023;2.020;354;1.061;401;2.630;121;597;0;5.522;2;55;241;1.069;414;583;1.010;137;343;292;1.085;46;245;0;6.114;9;94;289;909;347;440;1.010;217;718;109;1.545;75;352;0
1 de enero de 2022;19. Vicálvaro;194. El Cañaveral;6.435;5;30;122;1.178;451;669;999;193;433;182;1.524;88;561;0;3.239;1;12;65;677;251;410;531;95;133;140;655;54;215;0;3.196;4;18;57;501;200;259;468;98;300;42;869;34;346;0
1 de enero de 2022;20. San Blas-Canillejas;20. San Blas-Canillejas;119.777;813;4.941;14.320;30.706;6.224;6.203;19.045;2.395;6.090;2.214;20.312;948;5.457;109;55.095;245;1.625;5.853;14.703;3.168;3.475;9.550;903;1.927;1.664;8.961;511;2.458;52;64.682;568;3.316;8.467;16.003;3.056;2.728;9.495;1.492;4.163;550;11.351;437;2.999;57
1 de enero de 2022;20. San Blas-Canillejas;201. Simancas;21.519;139;895;2.535;5.987;1.074;1.042;3.325;512;932;379;3.492;185;1.008;14;9.908;54;289;1.062;2.834;552;575;1.662;193;309;283;1.545;108;433;9;11.611;85;606;1.473;3.153;522;467;1.663;319;623;96;1.947;77;575;5
1 de enero de 2022;20. San Blas-Canillejas;202. Hellín;7.291;75;499;1.270;2.455;479;309;1.069;128;176;47;588;39;143;14;3.286;20;147;512;1.238;234;166;522;47;39;39;224;17;75;6;4.005;55;352;758;1.217;245;143;547;81;137;8;364;22;68;8
1 de enero de 2022;20. San Blas-Canillejas;203. Amposta;6.617;92;430;1.226;2.468;374;242;915;90;186;47;429;27;82;9;2.982;29;151;484;1.174;186;135;448;33;58;33;187;15;44;5;3.635;63;279;742;1.294;188;107;467;57;128;14;242;12;38;4
1 de enero de 2022;20. San Blas-Canillejas;204. Arcos;18.561;248;1.163;2.757;5.375;1.112;975;2.665;313;749;242;2.255;134;554;19;8.488;63;381;1.198;2.684;568;519;1.305;113;221;170;953;64;239;10;10.073;185;782;1.559;2.691;544;456;1.360;200;528;72;1.302;70;315;9
1 de enero de 2022;20. San Blas-Canillejas;205. Rosas;22.200;49;477;1.892;4.132;1.270;1.567;3.972;437;1.591;620;4.755;155;1.275;8;10.386;21;159;780;1.993;643;891;2.039;163;479;472;2.095;80;567;4;11.814;28;318;1.112;2.139;627;676;1.933;274;1.112;148;2.660;75;708;4
1 de enero de 2022;20. San Blas-Canillejas;206. Rejas;12.327;32;228;709;2.342;463;632;2.046;382;889;336;3.236;173;848;11;5.836;6;67;288;1.097;254;374;1.079;148;318;246;1.463;102;390;4;6.491;26;161;421;1.245;209;258;967;234;571;90;1.773;71;458;7
1 de enero de 2022;20. San Blas-Canillejas;207. Canillejas;22.465;157;1.096;3.384;6.619;1.192;1.074;3.472;380;949;309;2.929;166;716;22;10.202;46;385;1.355;3.130;610;619;1.735;142;308;235;1.241;81;304;11;12.263;111;711;2.029;3.489;582;455;1.737;238;641;74;1.688;85;412;11
1 de enero de 2022;20. San Blas-Canillejas;208. El Salvador;8.797;21;153;547;1.328;260;362;1.581;153;618;234;2.628;69;831;12;4.007;6;46;174;553;121;196;760;64;195;186;1.253;44;406;3;4.790;15;107;373;775;139;166;821;89;423;48;1.375;25;425;9
1 de enero de 2022;21. Barajas;21. Barajas;35.747;155;878;2.371;6.276;1.292;1.599;6.467;922;2.587;1.028;9.233;390;2.529;20;16.701;68;296;934;2.813;675;928;3.253;349;855;802;4.321;232;1.166;9;19.046;87;582;1.437;3.463;617;671;3.214;573;1.732;226;4.912;158;1.363;11
1 de enero de 2022;21. Barajas;211. Alameda de Osuna;14.829;19;150;682;1.997;329;570;2.918;326;1.282;571;4.551;149;1.272;13;6.867;11;39;196;753;160;353;1.438;134;411;460;2.223;92;593;4;7.962;8;111;486;1.244;169;217;1.480;192;871;111;2.328;57;679;9
1 de enero de 2022;21. Barajas;212. Aeropuerto;1.426;23;91;207;478;81;46;266;19;52;7;127;9;18;2;717;19;41;100;243;49;28;142;8;17;4;54;4;8;0;709;4;50;107;235;32;18;124;11;35;3;73;5;10;2
