Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado ;Importe 2024;Importe 2025;Importe 2026;Importe 2027;Resto Anualidades;Total previsto;Estado;Observaciones;Url_fotografia;Fecha de los datos;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000446;EDIFICIO MUNICIPAL C/ MONTAMARTA, 7. OBRAS DE ACONDICIONAMIENTO PARA CENTRO CULTURAL;2021;2025;;220;SAN BLAS-CANILLEJAS;CALLE DE MONTAMARTA, 7;CALLE;DE MONTAMARTA;7;40.4230284;-3.621095;10;CULTURA;371734,49;1161459,00;1263943,91;;;;2797137,40;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/001330;CENTRO DEPORTIVO CERRO ALMODÓVAR. ADECUACIÓN PABELLÓN VOLEY PLAYA;2021;2024;;218;VILLA DE VALLECAS;C/ CERRO ALMODOVAR, 9;CALLE;CERRO ALMODÓVAR;9;40.382947591900496 ;-3.6024611317314394;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2793193,31;811363,21;;;;;3604556,52;EN PROCESO;Importe 2024 es el Crédito Definitivo a 01.03.2024;;01/03/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/001335;VESTUARIOS CAMPOS DE RUGBY Y FÚTBOL EN ENTREVÍAS. CONSTRUCCIÓN;2021;2024;;213;PUENTE DE VALLECAS;RONDA DEL SUR, 4 (PARQUE DE ENTREVÍAS);RONDA;DEL SUR (PARQUE DE ENTREVÍAS);4;40.37787388790656;-3.6738970028962754;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;896671,72;485220,51;;;;;1381892,23;EN PROCESO;Importe 2024 es el Crédito Definitivo a 01.03.2024;;01/03/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000283;CARRETERA DE VALDECARROS. ADECUACIÓN DE VIALES;2024;2025;;218;VILLA DE VALLECAS;CARRETERA DE VALDECARROS;CARRETERA;VALDECARROS;;40.36126153;-3.62726055;07;INFRAESTRUCTURAS;;2700000,00;2563010,00;;;;5263010,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000285;PUENTE DE LA CALLE EDUARDO BARREIROS SOBRE LA M-40. DESDOBLAMIENTO;2024;2025;;212 (15%) - 217 (85%);VILLAVERDE - USERA;CALLE EDUARDO BARREIROS;CALLE;EDUARDO BARREIROS;;40.36455103;-3.69869538;07;INFRAESTRUCTURAS;;1000000,00;6291445,00;;;;7291445,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000296;CALLE JUAN ÁLVAREZ MENDIZÁBAL DISTRITO DE MONCLOA-ARAVACA. OBRAS DE REMODELACIÓN;2022;2024;;209;MONCLOA-ARAVACA;CALLE DE JUAN ÁLVAREZ MENDIZÁBAL;CALLE;DE JUAN ÁLVAREZ MENDIZÁBAL;;40.4243759;-3.7137565;08;MANTENIMIENTO URBANO;875928,47;1411581,00;;;;;2287509,47;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000301;CASCO HISTÓRICO DE BARAJAS. OBRAS DE PEATONALIZACIÓN;2024;2025;;221;BARAJAS;DIVERSAS CALLES CASCO HISTÓRICO DE BARAJAS;;;;40.472061;-3.5842523;08;MANTENIMIENTO URBANO;;850000,00;2350000,00;;;;3200000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000306;BASE SAMUR-PROTECCION CIVIL Y CENTRO DE SALUD DEL DISTRITO DE MORATALAZ. CONSTRUCCION;2022;2025;;214;MORATALAZ;CALLE BRUJAS, 28;CALLE;BRUJAS;28;40.40000939236909 ;-3.62810027406011;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;133714,38;4739604,00;638279,41;;;;5511597,79;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000307;CENTRO MULTIFUNCIONAL C/ FRANCISCO REMIRO, 21. CONSTRUCCION;2022;2025;;204;SALAMANCA;C/FRANCISCO REMIRO, 21;CALLE;FRANCISCO REMIRO;21;40.43858779152413;-3.666769831729441;10;CULTURA;184314,36;5940300,00;4645529,09;;;;10770143,45;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000308;NUEVO AULARIO DEL CENTRO DE FORMACION DE SEGURIDAD Y EMERGENCIAS (CIFSE). CONSTRUCCION;2022;2026;;210;LATINA;CALLE SEPÚLVEDA, 153, 28011 MADRID;CALLE;SEPÚLVEDA;153;40.40286845108914 ;-3.7515003028953573;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;244856,23;400000,00;8250000,00;7833800,00;;;16728656,23;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000466;CENTRO DEPORTIVO C/MISTRAL, 4. PISCINA DE VERANO, VESTUARIOS, CERRAMIENTO E INSTALACIONES;2022;2024;;221;BARAJAS;CALLE MISTRAL, 4;CALLE;MISTRAL;4;40.47899049638749 ;-3.596845384536784;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;3160152,56;396616,40;;;;;3556768,96;EN PROCESO;Importe 2024 es el Crédito Definitivo a 01.03.2024;;01/03/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000467;CENTRO DEPORTIVO PASEO DE LA DIRECCION. PISCINA DE VERANO, VESTUARIOS,CERRAMIENTO E INSTALACIONES;2022;2024;;206;TETUÁN;C/PASEO DE LA DIRECCIÓN C/V C/OFELIA NIETO;CALLE;PASEO DE LA DIRECCIÓN C/V OFELIA NIETO;;40.46343190472349 ;-3.7072100671845565;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;538785,25;2516219,00;;;;;3055004,25;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000487;ESCUELA DE MÚSICA EN EL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;2022;2025;;213;PUENTE DE VALLECAS;C/ JAVIER DE MIGUEL, 8 C/V C/ MARTÍNEZ DE LA RIVA;CALLE;JAVIER DE MIGUEL 8 C/V MARTÍNEZ DE LA RIVA;;40.38901771292814;-3.664102470612631;05;EDUCACIÓN;124382,45;2382538,00;2836122,15;;;;5343042,60;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000488;FACTORÍA INDUSTRIAL VILLA DE VALLECAS. CONSTRUCCIÓN;2022;2025;;218;VILLA DE VALLECAS;AVDA. DE CARTAGENA DE INDIAS, 50;AVENIDA;DE CARTAGENA DE INDIAS;50;40.364956;-3.640114;14;SECTORES PRODUCTIVOS;230343,09;6553186,00;2476298,63;;;;9259827,72;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001001;ESCUELA INFANTIL LOS PAJARITOS, DISTRITO DE RETIRO. CONSTRUCCIÓN;2022;2025;;203;RETIRO;C/ ADELFAS, 6;CALLE;ADELFAS;6;40.40279966157042 ;-3.6724092452246317;05;EDUCACIÓN;117039,67;;2850000,00;;;;2967039,67;EN PROCESO;Pendiente de habilitar Crédito en 2024;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001064;CENTRO DE MAYORES PARQUE EUROPA. CONSTRUCCIÓN;2022;2025;;210;LATINA;C/ FUENTE DEL TIRO, 72;CALLE;DE LA FUENTE DEL TIRO;72;40.38418397;-3.77866128;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;149730,78;3068937,00;4732117,66;;;;7950785,44;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001067;CENTRO DEPORTIVO CONCEPCIÓN. SUBSANACIÓN DE PATOLOGÍAS GRADERÍOS CAMPO DE FÚTBOL;2022;2024;;215;CIUDAD LINEAL;C/ JOSE DEL HIERRO, 5;CALLE;JOSÉ DEL HIERRO;5;40.4372662;-3.6484385;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;866868,41;239286,99;;;;;1106155,40;EN PROCESO;Importe 2024 es el Crédito Definitivo a 01.03.2024;;01/03/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001255;COLONIAS HISTÓRICAS DEL DISTRITO DE CHAMARTÍN. OBRAS DE REMODELACIÓN;2022;2024;;205;CHAMARTÍN;CALLE DE EMILIO CAMPION, 13;CALLE;DE EMILIO CAMPION;13;40.44593437095230;-3.6789682463686200;08;MANTENIMIENTO URBANO;4549668,28;1034704,00;;;;;5584372,28;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001262;DIVERSAS CALLES DEL ENTORNO DE LA PLAZA DE OLAVIDE. OBRAS DE REURBANIZACIÓN;2022;2024;;207;CHAMBERÍ;DIVERSAS CALLES ENTORNO PLAZA OLAVIDE;;;;40.4327769;-3.7054483;06;URBANISMO;1989063,54;3519175,00;;;;;5508238,54;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001279;CENTRO DEPORTIVO DE ORCASITAS. REFORMA VASO DE PISCINA, GALERÍA VISITABLE, PLAYAS Y OTRAS;2022;2024;;212;USERA;AV.RAFAELA YBARRA, 52;AVENIDA;DE RAFAELA YBARRA;52;40.3755929;-3.7124488;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;5577044,86;2100000,00;;;;;7677044,86;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001303;PABELLÓN DEPORTIVO EN CALLE MÓNACO, 10, DISTRITO SAN BLAS-CANILLEJAS. CONSTRUCCIÓN;2022;2025;;220;SAN BLAS-CANILLEJAS;C/ MÓNACO, 10;CALLE;DE MÓNACO;10;40.4316155;-3.6042837;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;45815,33;8000000,00;5716415,40;;;;13762230,73;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001304;ESCUELA INFANTIL EN CALLE DE LA SILVINA, 8, BARRIO DE SAN FERMÍN. CONSTRUCCIÓN;2022;2025;;212;USERA;AVENIDA OROVILLA, 13 - C/ DE LA SILVINA;AVENIDA;OROVILLA C/V CALLE DE LA SILVINA;;40.365188612795095;-3.6916910704335586;05;EDUCACIÓN;154216,01;2100203,00;4136498,84;;;;6390917,85;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001580;CENTRO DE MAYORES PALACIO DE LA DUQUESA DE SUECA. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;2022;2024;;201;CENTRO;PZA. DUQUE DE ALBA, 2;PLAZA;DEL DUQUE DE ALBA;2;40.411727;-3.706780;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;270522,00;1000000,00;;;;;1270522,00;EN PROCESO;"Se ejecuta junto con el proyecto 2024/000377:""CENTRO PARA FAMILIAS VULNERABLES EN EL PALACIO DUQUESA DE SUECA""";;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001621;ANTIGUA PASARELA MANTEROLA. RECONSTRUCCIÓN E INSTALACIÓN SOBRE RÍO MANZANARES EN AV. ARCENTALES;2023;2025;;220;SAN BLAS-CANILLEJAS;Avenida de Arcentales ;AVENIDA;DE ARCENTALES;;40.4330452;-3.6009783;07;INFRAESTRUCTURAS;52878,40;;4000000,00;;;;4052878,40;EN PROCESO;Pendiente de habilitar Crédito en 2024;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001640;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL DE VICÁLVARO. CONSTRUCCIÓN;2022;2026;;219;VICÁLVARO;C/ DE LOS PINILLAS, 33 C/V. C/DE CORDEL DE PAVONES  ;CALLE;DE LOS PINILLAS, 33 C/V CALLE DE CORDEL DE PAVONES;;40.39933999;-3.61715501;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;97571,52;400000,00;6423731,19;670621,83;;;7591924,54;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/003005;BIBLIOTECA PÚBLICA C/SILVANO,101-103 (ENTORNO GLORIETA MAR DE CRISTAL). CONSTRUCCIÓN (ID 21: 18793);2023;2026;;216;HORTALEZA;CALLE DE SILVANO, 101 C/V C/JOSÉ DOMINGO RUS;CALLE;DE SILVANO;101;40.46398431;-3.6325963;10;CULTURA;116308,03;450000,00;5000000,00;1550000,00;;;7116308,03;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/003006;CENTRO CULTURAL, BIBLIOTECA, AUDITORIO Y LUDOTECA EN EL CAÑAVERAL. CONSTRUCCIÓN (ID 21: 19005);2023;2026;;219;VICÁLVARO;C/ILUSIÓN,32;CALLE ;ILUSIÓN;32;40.40618148;-3.55433462;10;CULTURA;145096,03;450000,00;6088532,00;5073776,21;;;11757404,24;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;210;DISTRITO DE LATINA;2022/000478;CONEXIÓN PEATONAL CALLES SEPÚLVEDA Y MONSALUPE. MEJORA ACCESIBILIDAD (ID 20: 13124);2023;2024;;210;LATINA;CALLES SEPÚLVEDA, 206 Y MONSALUPE, 6;CALLE;SEPÚLVEDA Y MONSALUPE;206 Y 6;40.401806;-3.752611;07;INFRAESTRUCTURAS;17932,20;1934609,00;;;;;1952541,20;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;210;DISTRITO DE LATINA;2020/000828;ESCUELA DE MÚSICA EN C/ HURTUMPASCUAL, DISTRITO LATINA. CONSTRUCCIÓN;2020;2024;;210;LATINA;CALLE HURTUMPASCUAL, 1-3.;CALLE;HURTUMPASCUAL;1 y 3;40.4011395;-3.7451803;05;EDUCACIÓN;1501249,82;3140090,00;;;;;4641339,82;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;212;DISTRITO DE USERA;2022/000494;DEPORTIVO BÁSICO EN C/ GAINZA, DISTRITO DE USERA. CONSTRUCCIÓN;2023;2024;;212;USERA;CALLE GAINZA;CALLE;GAINZA;;40.371720738015945;-3.7191775029696186;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;494616,55;518000,00;;;;;1012616,55;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;212;DISTRITO DE USERA;2023/001500;DEPORTIVO BÁSICO ROMÁN VALERO. CONSTRUCCIÓN DE NUEVAS PISTAS DEPORTIVAS;2023;2024;;212;USERA;CALLE DE ANDRÉS ARTEAGA nº 1;CALLE;DE ANDRÉS ARTEAGA;1;40.38791;-3.70469;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;26275,27;900000,00;;;;;926275,27;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;215;DISTRITO DE CIUDAD LINEAL;2024/004007;PARQUE DEPORTIVO TRES LUCES,C/FRANCISCO LARGO CABALLERO Y AV.ARCENTALES.CONSTRUCCIÓN (ID 21: 18880);2024;2026;;215;CIUDAD LINEAL;C/GANDHI CRUCE JOSE ARCONES GIL;CALLE;DE GANDHI CRUCE CALLE DE JOSÉ ARCONES GIL;;40.425008;-3.631938;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;120000,00;750000,00;530000,00;;;1400000,00;EN PROCESO;;;06/02/2024;;;;
001;AYUNTAMIENTO;219;DISTRITO DE VICÁLVARO;2024/000421;CAMPO DE FÚTBOL EN EL CAÑAVERAL. CONSTRUCCIÓN;2024;2025;;219;VICÁLVARO;CALLE DE LA IGUALDAD, 41;CALLE;DE LA IGUALDAD;41;40.4074226;-3.5598948;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;500000,00;875000,00;;;;1375000,00;EN PROCESO;;;06/02/2024;;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/001.0;VARIOS MOVILIDAD Y SERVICIOS COMUNES;2023;2026;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.358093986776300;-3.660736171381618;14;SECTORES PRODUCTIVOS;1184217,00;945346,00;10000,00;10000,00;0,00;0,00;2149563,00;EN PROCESO;;;27/02/2024;;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/001.1;ASFALTADO;2024;2026;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.3616249;-3.664242;14;SECTORES PRODUCTIVOS;0,00;800000,00;400000,00;600000,00;0,00;0,00;1800000,00;EN PROCESO;;;27/02/2024;;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/002.0;VARIOS MERCADOS CENTRALES Y EDIFICACIONES;2023;2027;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.36258984193834;-3.6636868191211662;14;SECTORES PRODUCTIVOS;777846,00;2061580,00;1029000,00;1229000,00;1006000,00;0,00;6103426,00;EN PROCESO;;;27/02/2024;;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/002.1;MERCADO FRUTAS Y VERD ADEC INST PCI + RECO NAVE A;2023;2024;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.360734597658066;-3.659438387223176;14;SECTORES PRODUCTIVOS;8377013,00;6110892,00;0,00;0,00;0,00;0,00;14487905,00;EN PROCESO;;;27/02/2024;;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/002.3;URBANIZACIÓN PLAZA ZONA COMERCIAL;2024;2025;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.3585575;-3.6675801;14;SECTORES PRODUCTIVOS;0,00;300000,00;1000000,00;0,00;0,00;0,00;1300000,00;EN PROCESO;;;27/02/2024;;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/003.0;VARIOS AMPLIACIÓN MERCAMADRID Y NUEVOS PROYECTOS;2023;2027;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.3655779;-3.6680694;14;SECTORES PRODUCTIVOS;1884634,00;1684888,00;1288562,00;760000,00;600000,00;0,00;6218084,00;EN PROCESO;;;27/02/2024;;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/003.1;CENTRO DE CONOCIMIENTO E INNOVACIÓN;2023;2025;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.36085563 ;-3.66389155;14;SECTORES PRODUCTIVOS;2050000,00;2800000,00;1210000,00;0,00;0,00;0,00;6060000,00;EN PROCESO;;;27/02/2024;;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/003.2;APARCAMIENTOS;2023;2027;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.36072482;-3.65816235;14;SECTORES PRODUCTIVOS;2000000,00;0,00;0,00;50000,00;2500000,00;0,00;4550000,00;EN PROCESO;;;27/02/2024;;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/003.3;NAVE MULTISERVICIO 1;2024;2026;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.36368387 ;-3.65801895;14;SECTORES PRODUCTIVOS;0,00;50000,00;2950000,00;5200000,00;0,00;0,00;8200000,00;EN PROCESO;;;27/02/2024;;;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/003.4;NAVE MULTISERVICIO 2;2026;2027;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.36194261;-3.65625942;14;SECTORES PRODUCTIVOS;0,00;0,00;0,00;100000,00;3000000,00;0,00;3100000,00;EN PROCESO;;;27/02/2024;;;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/003;OBRAS CAJA MÁGICA;2022;2026;;212;USERA;Cmo. de Perales, 23;Camino;Perales;23;40.36871466198733;-3.6841715461243822;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;48400,00;221780,84;24049960,00;10213259,15;0,00;0,00;34533399,99;EN PROCESO;;;27/02/2024;;;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2023/004;REHABILITACIONES RRFF. PABELLÓN CRISTAL;2024;2025;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;40.414589601150006;-3.737905359618084;00;INVERSIONES DE CARÁCTER GENERAL;0,00;100000,00;1200000,00;0,00;0,00;0,00;1300000,00;EN PROCESO;;;27/02/2024;;;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2024/001;ADECUACIÓN CENTROS. PABELLÓN BANCADAS;2025;2026;;209;MONCLOA-ARAVACA;Calle del Arroz s/n;Calle;del Arroz;;40.41591086726451;-3.7365028614655538;00;INVERSIONES DE CARÁCTER GENERAL;;800000,00;1500000,00;0,00;0,00;0,00;2300000,00;EN PROCESO;;;27/02/2024;;;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2024/002;INSTALACIONES CENTROS. NAVE 16 + NAVE 11 MATADERO;2024;2026;;202;ARGANZUELA;Plaza de Legazpi, 8;Plaza;de Legazpi;8;40.391155797932186;-3.696754726543702;10;CULTURA;1092127,85;500000,00;0,00;0,00;0,00;0,00;1592127,85;EN PROCESO;;;27/02/2024;;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;005-1/2024;RENOVACION TANATORIOS-Tº M30;2023;2027;;215;CIUDAD LINEAL;Calle Salvador De Madariaga,11 28027 Madrid;Calle;Salvador De Madariaga;11;40.4401633;-3.6598874;4;SALUD PÚBLICA;760611,36;302590,00;200000,00;200000,00;200000,00;0,00;1663201,36;EN PROCESO;;;26/02/2024;;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;001/2023/1;REHABILITACIÓN CEMENTERIOS Cº LA ALMUDENA;2022;2026;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;40.425493779123705;-3.6463705378048585;4;SALUD PÚBLICA;3702721,00;2784139,00;50000,00;50000,00;50000,00;0,00;6636860,00;EN PROCESO;;;26/02/2024;;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;001-2/2024;REHABILITAC. 2ª MESETA TRILOBULADA-Cº LA ALMUDENA;2023;2024;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;40.42226660243856;-3.6438358812205687;4;SALUD PÚBLICA;780158,43;674352,57;0,00;0,00;0,00;0,00;1454511,00;EN PROCESO;;;26/02/2024;;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;001-3/2024;ACOND. EDIF LAT. IZQ PÓRTICO-Cº LA ALMUDENA;2023;2024;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;40.42605884918717;-3.64609775690994;4;SALUD PÚBLICA;0,00;2278956,50;0,00;0,00;0,00;0,00;2278956,50;EN PROCESO;;;26/02/2024;;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;002/2023/1;UNIDADES DE ENTERRAMIENTO (Almudena);2022;2027;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;40.42560403792112;-3.645866282547669;4;SALUD PÚBLICA;1537383,30;3249855,60;500000,00;500000,00;500000,00;0,00;6287238,90;EN PROCESO;;;26/02/2024;;;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;002/2023/2;UNIDADES DE ENTERRAMIENTO (Carabanchel Sur);2022;2027;;211;CARABANCHEL;Calle Ildefonso González Valencia, 2, 28054 Madrid;Calle;Ildefonso González Valencia;2;40.36802649157321;-3.7222230955216205;4;SALUD PÚBLICA;915196,90;915196,90;450000,00;500000,00;450000,00;0,00;3230393,80;EN PROCESO;;;26/02/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;31;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 41B;2019;2024;;219;VICÁLVARO;Contrucción Calle Cerro Del Tesoro, 31;Calle;Cerro del Tesoro;31;40.4069441;-3.5531687;15;VIVENDA;13313588,70;5652078,23;;;0,00;0,00;18965666,93;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;29;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 39A;2019;2024;;219;VICÁLVARO;Contrucción Calle Diálogo, 79;Calle;Calle Diálogo;79;40.4067067;-3.5560424;15;VIVENDA;12971399,82;5032754,98;;;0,00;0,00;18004154,80;EN PROCESO;;;01/03/2024;;;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161;POLÍTICAS DE VIVIENDA;30;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 39B;2019;2025;;219;VICÁLVARO;Contrucción Calle Diálogo, 63;Calle;Calle Diálogo;63;40.4067044;-3.556465;15;VIVENDA;8009980,94;9303628,77;2068950,23;;0,00;0,00;19382559,94;EN PROCESO;;;01/03/2024;;;;
