Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado ;Importe 2023 (quito formato punto);Importe 2024;Importe 2025;Importe 2026;Resto Anualidades;Total previsto;Estado;Observaciones;Url_fotografia;Fecha de los datos
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000082;ESCUELA INFANTIL EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN;2022;2024;;206;TETUÁN;PASEO DE LA DIRECCIÓN C/V CALLEALBERDI;PASEO DE;LA DIRECCIÓN C/V CALLEALBERDI;;40.465.910;-3.708.061;05;EDUCACIÓN;81928,21;1725433,99;653328;;;;2460690,2;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000329;PUERTA DEL SOL. OBRAS DE REMODELACIÓN;2021;2023;2023;201;CENTRO;PUERTA DEL SOL;;PUERTA DEL SOL;;4.041.691.713;-370.355.008;06;URBANISMO;5583613,1;11223775,98;;;;;16807389,08;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;http://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2021-000329_Sol.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000338;EDIFICIO A1 C/ARCOS JALÓN, 34. REHABILITACIÓN PARA CENTRO TECNOLOGÍAS INNOVACIÓN Y COMUNICACIÓN;2021;2023;2023;220;SAN BLAS-CANILLEJAS;CALLE ARCOS DE JALÓN 34 C/V. CALLE AMPOSTA;CALLE;ARCOS DE JALÓN 34 C/V. CALLE AMPOSTA;;404.219.366;-36.212.382;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;2953253,52;799200,78;;;;;3752454,3;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000340;PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO;2023;2024;;213 (50%) - 218 (50%);PUENTE DE VALLECAS - VILLA DE VALLECAS;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;POLÍGONO INDUSTRIAL VILLA DE VALLECAS;;4.037.410.474;-365.135.769;07;INFRAESTRUCTURAS;;601074,91;1772505,03;;;;2373579,94;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000387;CENTRO DE MAYORES MIRASIERRA. CONSTRUCCIÓN;2021;2023;2023;208;FUENCARRAL-EL PARDO;CALLE PEÑAVIEJA C/V MARBELLA, 59;CALLE;PEÑAVIEJA C/V MARBELLA, 59;;4.049.453.394.197.180;-3.706.395.285.041.530;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;3281730;3175210,25;;;;;6456940,25;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2021-000387_CMMirasierra.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000388;CENTRO CULTURAL VALDEBEBAS. CONSTRUCCIÓN;2021;2025;;216;HORTALEZA;AVENIDA MANUEL FRAGA IRIBARNE, 125 C/V JORDI SOLE TURA;AVENIDA;MANUEL FRAGA IRIBARNE, 125 C/V JORDI SOLE TURA;;404.923.517;-36.105.398;10;CULTURA;190086,36;450000;3000000;1800000;;;5440086,36;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000390;CASA DE FAMILIA VILLA DE VALLECAS. CONSTRUCCIÓN;2022;2025;;218;VILLA DE VALLECAS;AVENIDA ENSANCHE, 91 C/V FERNANDO CHUECAGOITIA;AVENIDA;ENSANCHE, 91 C/V FERNANDO CHUECAGOITIA;;4.036.130.898.199.510;-35.938.878.779.498.100;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;149987,68;;2800000;1550000;;;4499987,68;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000404;ANTIGUO MERCADO DE LEGAZPI. SUBSANACIÓN DE PATOLOGÍAS;2021;2024;;202;ARGANZUELA;PLAZA DE LEGAZPI;PLAZA;LEGAZPI;;40.391.065;-36.976.967;00;INVERSIONES DE CARÁCTER GENERAL;8160763,46;5969050,05;1180000;;;;15309813,51;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000423;CENTRO DE MAYORES C/ TELLEZ. CONSTRUCCION;2022;2025;;203;RETIRO;CALLE TÉLLEZ, 2;CALLE;TÉLLEZ;2;404.042.354;-36.858.061;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;140110,8;7674447,03;4000000;1800000;;;13614557,83;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000442;EDIFICIO C/ DOCTOR ESQUERDO, 138. OBRAS DE REFORMA;2021;2023;;203;RETIRO;C/DOCTOR ESQUERDO, 138;CALLE;DOCTOR ESQUERDO;138;40.405.725.834.574.000;-36.713.416.587.184.300;00;INVERSIONES DE CARÁCTER GENERAL;2723710,86;3609910,42;;;;;6333621,28;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000446;EDIFICIO MUNICIPAL C/ MONTAMARTA, 7. OBRAS DE ACONDICIONAMIENTO PARA CENTRO CULTURAL;2021;2025;;220;SAN BLAS-CANILLEJAS;CALLE DE MONTAMARTA, 7;CALLE;DE MONTAMARTA;7;404.230.284;-3.621.095;10;CULTURA;308597,98;1188032,57;1200000;180000;;;2876630,55;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000469;RECINTOS FERIALES CASA CAMPO. ADECUACIÓN VIARIA;2021;2023;2023;209;MONCLOA-ARAVACA;RECINTOS FERIALES CASA CAMPO;;RECINTOS FERIALES CASA CAMPO;;4.041.502.215.338.120;-3.734.403.231.025.080;08;MANTENIMIENTO URBANO;2992023,84;2740685,7;;;;;5732709,54;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2021-000469_RecintosFerialesCasaCampoViales.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000502;ENTORNO PLAZA DE LOS MOSTENSES. REMODELACIÓN Y MEJORA MOVILIDAD;2022;2023;2023;201;CENTRO;ENTORNO PLAZA DE LOS MOSTENSES;PLAZA;DE LOS MOSTENSES;;4.042.319.875;-370.878.751;06;URBANISMO;772737,51;4277697;;;;;5050434,51;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2021-000502_EntornoPlazaMostenses.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/001152;AVENIDA DEL GENERAL PERÓN. REMODELACIÓN ESPACIOS ESTANCIALES E ITINERARIOS PEATONALES;2022;2023;2023;206;TETUÁN;AVENIDA DEL GENERAL PERÓN;AVENIDA;GENERAL PERON;;4.045.255.742;-369.734.223;06;URBANISMO;5801999,95;6702299,92;;;;;12504299,87;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2021-001152_AvGeneralPeron.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/001330;CENTRO DEPORTIVO CERRO ALMODÓVAR. ADECUACIÓN PABELLÓN VOLEY PLAYA;2021;2024;;218;VILLA DE VALLECAS;C/ CERRO ALMODOVAR, 9;CALLE;CERRO ALMODÓVAR;9;40.382.947.591.900.400;-36.024.611.317.314.300;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1311170,16;1482093,88;811364;;;;3604628,04;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/001335;VESTUARIOS CAMPOS DE RUGBY Y FÚTBOL EN ENTREVÍAS. CONSTRUCCIÓN;2021;2023;;213;PUENTE DE VALLECAS;RONDA DEL SUR, 4 (PARQUE DE ENTREVÍAS);RONDA;DEL SUR (PARQUE DE ENTREVÍAS);4;4.037.787.388.790.650;-36.738.970.028.962.700;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;192440,75;1205849;;;;;1398289,75;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/001403;CENTRO DEPORTIVO GIMNASIO MOSCARDÓ. OBRAS REFORMA PISCINA SAMARANCH;2021;2023;2023;204;SALAMANCA;C/ PILAR DE ZARAGOZA, 93;CALLE;PILAR DE ZARAGOZA;93;4.043.808.012.712.380;-36.744.838.452.233.500;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;5500000;2310000;;;;;7810000;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2021-001403_GimnasioMoscardóPiscinaSamaranch.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000250;EDIFICIO C/ COMANDANTE AZCÁRRAGA 4. OBRAS DE REFORMA Y ACONDICIONAMIENTO;2022;2023;2023;205;CHAMARTÍN;CALLE COMANDANTE AZCÁRRAGA, 4;CALLE;COMANDANTE AZCÁRRAGA;4;40.461.339.027.950.000;-36.687.121.317.285.700;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;3299762,14;664165,34;;;;;3963927,48;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-000250_EdificioComandanteAzcárraga4.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000282;CALLE AYERBE, TRAMO C/FUENTE DE TORREJONA - C/EMPEDRADA. REMODELACIÓN DE LA URBANIZACIÓN;2022;2023;2023;221;BARAJAS;CALLE AYERBE.TRAMO FUENTE TORREJONA-CALLE EMPEDRADA;CALLE;AYERBE;;4.047.234.488;-357.624.752;06;URBANISMO;2268836,92;6373257;;;;;8642093,92;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023. 1ª fase Ejecutada en código de proyecto 2020/000294;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-000282_CalleAyerbeTramoTorrejonaEmpedrada.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000283;CARRETERA DE VALDECARROS. ADECUACIÓN DE VIALES;2023;2024;;218;VILLA DE VALLECAS;CARRETERA DE VALDECARROS;CARRETERA;VALDECARROS;;4.036.126.153;-362.726.055;07;INFRAESTRUCTURAS;;;2912224;;;;2912224;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000284;PUENTE C/PEDRO BOSCH, BARRIO DE PACÍFICO. DEMOLICIÓN PARCIAL Y CONSTRUCCIÓN DE NUEVAS RAMPAS;2022;2023;2023;203;RETIRO;CALLE PEDRO BOSCH, BARRIO DE PACÍFICO;CALLE;PEDRO BOSCH ;;4.039.914.304;-367.687.697;07;INFRAESTRUCTURAS;8346051,06;8930758,94;;;;;17276810;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-000284_PuentePedroBoschRampas.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000285;PUENTE DE LA CALLE EDUARDO BARREIROS SOBRE LA M-40. DESDOBLAMIENTO;2023;2025;;212 (15%) - 217 (85%);VILLAVERDE - USERA;CALLE EDUARDO BARREIROS;CALLE;EDUARDO BARREIROS;;4.036.455.103;-369.869.538;07;INFRAESTRUCTURAS;;;4899065;220000;;;5119065;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000289;EJE PEDRO BOSCH-DOCTOR ESQUERDO. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;2022;2023;2023;203;RETIRO;EJE PEDRO BOSCH-DOCTOR ESQUERDO;CALLE;PEDRO BOSCH - DOCTOR ESQUERDO;;404.033.514;-367.287.751;06;URBANISMO;5299999,99;5408973,7;;;;;10708973,69;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-000289_EjePedroBoschDrEsquerdo.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000294;CALLE BAILEN EN EL ENTORNO AL MUSEO DE COLECCIONES REALES. ADECUACIÓN ACCESOS;2023;2023;2023;201;CENTRO;CALLE DE BAILEN;CALLE;DE BAILEN;;40.414.908;-37.171.685;08;MANTENIMIENTO URBANO;;1974058,14;;;;;1974058,14;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-000294_BailénColeccionesReales.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000295;CALLE ALCALÁ EN EL TRAMO: QUINTANA-ARTURO SORIA. DISTRITO DE CIUDAD LINEAL. REMODELACIÓN;2022;2023;2023;215;CIUDAD LINEAL;CALLE DE ALCALÁ;CALLE;DE ALCALÁ;;404.350.189;-36.486.273;06;URBANISMO;1431302,74;5733671;;;;;7164973,74;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-000295_AlcalaTramoQuintanaArturo Soria.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000296;CALLE JUAN ÁLVAREZ MENDIZÁBAL DISTRITO DE MONCLOA-ARAVACA. OBRAS DE REMODELACIÓN;2023;2024;;209;MONCLOA-ARAVACA;CALLE DE JUAN ÁLVAREZ MENDIZÁBAL;CALLE;DE JUAN ÁLVAREZ MENDIZÁBAL;;404.243.759;-37.137.565;08;MANTENIMIENTO URBANO;;1469485;820000;;;;2289485;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000297;LATERAL NORTE AVENIDA DE LA ILUSTRACIÓN. OBRAS DE REURBANIZACIÓN;2022;2023;2023;208;FUENCARRAL-EL PARDO;LATERAL DE LA AVENIDA DE LA ILUSTRACIÓN;AVENIDA;ILUSTRACION;;4.048.317.782;-370.454.099;06;URBANISMO;3290786,69;8305096,63;;;;;11595883,32;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-000297_AvIlustracionNorte.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000301;CASCO HISTÓRICO DE BARAJAS. OBRAS DE PEATONALIZACIÓN;2023;2024;;221;BARAJAS;;;;;40.472.061;-35.842.523;08;MANTENIMIENTO URBANO;;;3000000;;;;3000000;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000306;BASE SAMUR-PROTECCION CIVIL Y CENTRO DE SALUD DEL DISTRITO DE MORATALAZ. CONSTRUCCION;2022;2024;;214;MORATALAZ;CALLE BRUJAS, 28;CALLE;BRUJAS;28;4.040.000.939.236.900;-362.810.027.406.011;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;133714,38;;1823852;;;;1957566,38;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000307;CENTRO MULTIFUNCIONAL C/ FRANCISCO REMIRO, 21. CONSTRUCCION;2022;2025;;204;SALAMANCA;C/FRANCISCO REMIRO, 21;CALLE;FRANCISCO REMIRO;21;4.043.858.779.152.410;-3.666.769.831.729.440;10;CULTURA;121325,37;1897357,18;4500000;4250000;;;10768682,55;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000308;NUEVO AULARIO DEL CENTRO DE FORMACION DE SEGURIDAD Y EMERGENCIAS (CIFSE). CONSTRUCCION;2022;2025;;210;LATINA;CALLE SEPÚLVEDA, 153, 28011 MADRID;CALLE;SEPÚLVEDA;153;4.040.286.845.108.910;-37.515.003.028.953.500;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;126501,54;118354,7;7250000;5566049,1;;;13060905,34;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000466;CENTRO DEPORTIVO C/MISTRAL, 4. PISCINA DE VERANO, VESTUARIOS, CERRAMIENTO E INSTALACIONES;2022;2023;;221;BARAJAS;CALLE MISTRAL, 4;CALLE;MISTRAL;4;4.047.899.049.638.740;-3.596.845.384.536.780;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;360566,36;3196203,08;;;;;3556769,44;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000467;CENTRO DEPORTIVO PASEO DE LA DIRECCION. PISCINA DE VERANO, VESTUARIOS,CERRAMIENTO E INSTALACIONES;2022;2023;;206;TETUÁN;C/PASEO DE LA DIRECCIÓN C/V C/OFELIA NIETO;CALLE;PASEO DE LA DIRECCIÓN C/V OFELIA NIETO;;4.046.343.190.472.340;-37.072.100.671.845.500;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;107319,37;2983152,89;;;;;3090472,26;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000484;CARRIL BICI EN LA GRAN VÍA DE VILLAVERDE. OBRAS DE ADAPTACIÓN;2022;2023;2023;217;VILLAVERDE;GRAN VÍA DE VILLAVERDE;AVENIDA;GRAN VIA DE VILLAVERDE;;40.345.768;-3.693.884;07;INFRAESTRUCTURAS;276480,8;915079;;;;;1191559,8;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-000484_CarrilBiciGranViaVillaverde.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000485;GRAN VÍA DE VILLAVERDE. MEJORA ACCESIBILIDAD Y MOVILIDAD PEATONAL;2022;2023;2023;217;VILLAVERDE;GRAN VÍA DE VILLAVERDE;AVENIDA;GRAN VIA DE VILLAVERDE;;40.345.904.616.213.100;-36.934.598.489.939.900;08;MANTENIMIENTO URBANO;283041,8;924922;;;;;1207963,8;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-000485_GranViaVillaverdeAccesPeatonal.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000487;ESCUELA DE MÚSICA EN EL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;2022;2025;;213;PUENTE DE VALLECAS;C/ JAVIER DE MIGUEL, 8 C/V C/ MARTÍNEZ DE LA RIVA;CALLE;JAVIER DE MIGUEL 8 C/V MARTÍNEZ DE LA RIVA;;4.038.901.771.292.810;-3.664.102.470.612.630;05;EDUCACIÓN;81548,72;42833,74;2350000;489000;;;2963382,46;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-000485_GranViaVillaverdeAccesPeatonal.jpg;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000488;FACTORÍA INDUSTRIAL VILLA DE VALLECAS. CONSTRUCCIÓN;2022;2025;;218;VILLA DE VALLECAS;AVDA. DE CARTAGENA DE INDIAS, 50;AVENIDA;DE CARTAGENA DE INDIAS;50;40.364.956;-3.640.114;14;SECTORES PRODUCTIVOS;80343,82;150000;3800000;2750000;;;6780343,82;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001001;ESCUELA INFANTIL LOS PAJARITOS, DISTRITO DE RETIRO. CONSTRUCCIÓN;2022;2024;;203;RETIRO;C/ ADELFAS, 6;CALLE;ADELFAS;6;4.040.279.966.157.040;-36.724.092.452.246.300;05;EDUCACIÓN;63585,28;53454,39;2850000;;;;2967039,67;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001064;CENTRO DE MAYORES PARQUE EUROPA. CONSTRUCCIÓN;2022;2025;;210;LATINA;C/ FUENTE DEL TIRO, 72;CALLE;DE LA FUENTE DEL TIRO;72;4.038.418.397;-377.866.128;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;91112,23;58618,55;3800000;600000;;;4549730,78;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001067;CENTRO DEPORTIVO CONCEPCIÓN. SUBSANACIÓN DE PATOLOGÍAS GRADERÍOS CAMPO DE FÚTBOL;2022;2023;;215;CIUDAD LINEAL;C/ JOSE DEL HIERRO, 5;CALLE;JOSÉ DEL HIERRO;5;404.372.662;-36.484.385;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;106155,24;1001915,78;;;;;1108071,02;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001255;COLONIAS HISTÓRICAS DEL DISTRITO DE CHAMARTÍN. OBRAS DE REMODELACIÓN;2022;2023;;205;CHAMARTÍN;CALLE DE EMILIO CAMPION, 13;CALLE;DE EMILIO CAMPION;13;4.044.593.437.095.230;-36.789.682.463.686.200;08;MANTENIMIENTO URBANO;13983,05;4614323,26;;;;;4628306,31;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001262;DIVERSAS CALLES DEL ENTORNO DE LA PLAZA DE OLAVIDE. OBRAS DE REURBANIZACIÓN;2023;2024;;207;CHAMBERÍ;;;;;404.327.769;-37.054.483;06;URBANISMO;;1989063,54;3519175;;;;5508238,54;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001279;CENTRO DEPORTIVO DE ORCASITAS. REFORMA VASO DE PISCINA, GALERÍA VISITABLE, PLAYAS Y OTRAS;2022;2024;;212;USERA;AV.RAFAELA YBARRA, 52;AVENIDA;DE RAFAELA YBARRA;52;403.755.929;-37.124.488;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;899999,97;4677045,06;3100000;;;;8677045,03;EN PROCESO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;;05/01/2024
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001285;CENTRO DEPORTIVO HORTALEZA. SUBSANACIÓN PATOLOGÍAS VASO OLÍMPICO Y ADAPTACIÓN A NORMATIVA;2022;2023;2023;216;HORTALEZA;CTERA. ESTACIÓN DE HORTALEZA, 11;CARRETERA;ESTACIÓN DE HORTALEZA;11;404.787.274;-36.527.117;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;375999,99;1696837,26;;;;;2072837,25;FINALIZADO;Presupuesto 2022 Prorrogado, Importe 2023 es el Crédito Definitivo a 31.12.2023;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2023/2023_2022-001285_CDMHortalezaVasoOlimpico.jpg;05/01/2024
